t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building,sim_full,sim_mid,sim_far,sim_protected,sim_physics_enabled,sim_pressure,sim_spatial_demotions,tier_changes_total,tier_reversals_total,world_materialized,world_data_only
40147218,24.06277,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40164100,24.079652,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40180771,24.096323,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40197203,24.112755,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40214461,24.130013,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40230702,24.146254,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40247784,24.163336,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40264158,24.17971,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40282403,24.197955,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40299854,24.215406,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40314394,24.229946,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40330614,24.246166,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40347269,24.262821,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40363834,24.279386,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40380593,24.296145,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40399902,24.315454,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40413866,24.329418,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40430616,24.346168,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40447231,24.362783,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40464070,24.379622,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40480316,24.395868,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40497211,24.412763,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40515636,24.431188,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40534047,24.449599,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40548056,24.463608,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40564187,24.479739,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40580615,24.496167,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40597307,24.512859,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40616557,24.532109,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40637271,24.552823,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40647820,24.563372,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40663589,24.579141,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40680905,24.596457,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40696955,24.612507,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40716527,24.632079,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40731430,24.646982,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40748236,24.663788,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40763802,24.679354,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40780802,24.696354,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40797750,24.713302,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40814238,24.72979,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40831387,24.746939,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40847586,24.763138,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40863928,24.77948,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40880489,24.796041,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40897766,24.813318,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40913807,24.829359,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40930517,24.846069,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40947855,24.863407,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40963698,24.87925,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40980689,24.896241,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
40997255,24.912807,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41013616,24.929168,16.666,60.0,18.592,1.842,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41030706,24.946258,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41048310,24.963862,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41063679,24.979231,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41080819,24.996371,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41097984,25.013536,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41115927,25.031479,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41133322,25.048874,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41147758,25.06331,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41163637,25.079189,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41180561,25.096113,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41198305,25.113857,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41214091,25.129643,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41230485,25.146037,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41247228,25.16278,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41263888,25.17944,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41280336,25.195888,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41297392,25.212944,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41313645,25.229197,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41330450,25.246002,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41347452,25.263004,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41364271,25.279823,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41380531,25.296083,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41397211,25.312763,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41413910,25.329462,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41430518,25.34607,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41447182,25.362734,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41465877,25.381429,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41482529,25.398081,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41497178,25.41273,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41515894,25.431446,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41531260,25.446812,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41547126,25.462678,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41563665,25.479217,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41580062,25.495614,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41596833,25.512385,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41614008,25.52956,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41630478,25.54603,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41646762,25.562314,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41663482,25.579034,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41680072,25.595624,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41697526,25.613078,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41713437,25.628989,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41730543,25.646095,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41747144,25.662696,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41763603,25.679155,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41780951,25.696503,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41797258,25.71281,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41815706,25.731258,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41830813,25.746365,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41847265,25.762817,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41865741,25.781293,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41881444,25.796996,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41897897,25.813449,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41915021,25.830573,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41931333,25.846885,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41949346,25.864898,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41964362,25.879914,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41981047,25.896599,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
41997726,25.913278,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
42014157,25.929709,16.666,60.0,18.171,2.108,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
42030431,25.945983,16.666,60.0,16.481,1.741,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
42047049,25.962601,16.666,60.0,16.481,1.741,1,0,1,6966,12,false,1,0,0,1,1,0,0,0,0,1,0
