t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building,sim_full,sim_mid,sim_far,sim_protected,sim_physics_enabled,sim_pressure,sim_spatial_demotions,tier_changes_total,tier_reversals_total,world_materialized,world_data_only
241503628,210.124852,22.2222222222222,44.0,22.322,11.564,52,11,44,3206,28,false,37,16,0,5,53,0,2,269,120,52,20
241525691,210.146915,24.7703333333453,44.0,22.322,11.564,52,11,41,3194,28,false,37,16,0,5,53,0,2,269,120,52,20
241546969,210.168193,23.125,44.0,22.322,11.564,44,12,40,3178,28,false,36,11,0,4,47,0,2,274,125,44,21
241579728,210.200952,26.002,44.0,22.322,11.564,44,12,44,3173,28,false,36,11,0,4,47,0,2,274,125,44,21
241596053,210.217277,24.154,44.0,22.322,11.564,44,12,43,3172,28,false,36,11,0,4,47,0,2,274,125,44,21
241623426,210.24465,22.7272727272727,44.0,22.322,11.564,44,12,42,3155,28,false,36,11,0,4,47,0,2,274,125,44,21
241640642,210.261866,22.7272727272727,44.0,22.322,11.564,44,12,41,3153,28,false,36,11,0,4,47,0,2,274,125,44,21
241665472,210.286696,21.4941212121093,44.0,22.322,11.564,44,12,44,3148,28,false,36,11,0,4,47,0,2,274,125,44,21
241690669,210.311893,22.7272727272727,44.0,22.322,11.564,44,12,41,3129,28,false,36,11,0,4,47,0,2,274,125,44,21
241713834,210.335058,26.6340606060725,44.0,22.322,11.564,44,12,44,3127,28,false,36,11,0,4,47,0,2,274,125,44,21
241739075,210.360299,23.3333333333333,44.0,22.322,11.564,44,12,41,3125,28,false,36,11,0,4,47,0,2,274,125,44,21
241762098,210.383322,23.3333333333333,44.0,22.322,11.564,44,12,43,3113,28,false,36,11,0,4,47,0,2,274,125,44,21
241786098,210.407322,23.6111111111111,44.0,22.322,11.564,44,12,40,3110,28,false,36,11,0,4,47,0,2,274,125,44,21
241811382,210.432606,26.3892222222222,44.0,22.322,11.564,44,12,46,3114,28,false,36,11,0,4,47,0,2,274,125,44,21
241830495,210.451719,20.6383333333214,44.0,22.322,11.564,44,12,44,3113,28,false,36,11,0,4,47,0,2,274,125,44,21
241852020,210.473244,23.6111111111111,44.0,22.322,11.564,44,12,46,3113,28,false,36,11,0,4,47,0,2,274,125,44,21
241867545,210.488769,23.3333333333333,44.0,22.322,11.564,44,12,44,3109,28,false,36,11,0,4,47,0,2,274,125,44,21
241897808,210.519032,23.3333333333333,44.0,22.322,11.564,44,12,44,3170,28,false,36,11,0,4,47,0,2,274,125,44,21
241913294,210.534518,23.3333333333333,44.0,22.322,11.564,44,12,42,3170,28,false,36,11,0,4,47,0,2,274,125,44,21
241931615,210.552839,23.0555555555556,44.0,22.322,11.564,44,12,42,3170,28,false,36,11,0,4,47,0,2,274,125,44,21
241953385,210.574609,18.7876666666786,44.0,22.322,11.564,44,12,42,3165,28,false,36,11,0,4,47,0,2,274,125,44,21
241974337,210.595561,23.3333333333333,44.0,22.322,11.564,44,12,40,3169,28,false,36,11,0,4,47,0,2,274,125,44,21
241993176,210.6144,20.7206666666667,44.0,22.322,11.564,44,12,42,3168,28,false,36,11,0,4,47,0,2,274,125,44,21
242021697,210.642921,22.866,44.0,22.322,11.564,44,12,44,3179,28,false,36,11,0,4,47,0,2,274,125,44,21
242038558,210.659782,22.9166666666667,45.0,19.37,10.309,48,11,46,3177,28,false,34,13,0,2,47,0,2,276,127,48,18
242062511,210.683735,22.3803333333333,45.0,19.37,10.309,48,11,44,3177,28,false,34,13,0,2,47,0,2,276,127,48,18
242081063,210.702287,18.063,45.0,19.37,10.309,48,11,44,3177,28,false,34,13,0,2,47,0,2,276,127,48,18
242108541,210.729765,22.2222222222222,45.0,19.37,10.309,48,11,44,3178,28,false,34,13,0,2,47,0,2,276,127,48,18
242129574,210.750798,22.2222222222222,45.0,19.37,10.309,48,11,43,3169,28,false,34,13,0,2,47,0,2,276,127,48,18
242152514,210.773738,21.6666666666667,45.0,19.37,10.309,48,11,46,3167,28,false,34,13,0,2,47,0,2,276,127,48,18
242175609,210.796833,21.6666666666667,45.0,19.37,10.309,48,11,43,3167,28,false,34,13,0,2,47,0,2,276,127,48,18
242196628,210.817852,21.6666666666667,45.0,19.37,10.309,48,11,46,3171,28,false,34,13,0,2,47,0,2,276,127,48,18
242221187,210.842411,21.6666666666667,45.0,19.37,10.309,48,11,41,3176,28,false,34,13,0,2,47,0,2,276,127,48,18
242252601,210.873825,22.2222222222222,45.0,19.37,10.309,48,11,43,3176,28,false,34,13,0,2,47,0,2,276,127,48,18
242273678,210.894902,24.041,45.0,19.37,10.309,48,11,44,3187,28,false,34,13,0,2,47,0,2,276,127,48,18
242296864,210.918088,22.255,45.0,19.37,10.309,48,11,43,3186,28,false,34,13,0,2,47,0,2,276,127,48,18
242324837,210.946061,22.2222222222222,45.0,19.37,10.309,48,11,44,3182,28,false,34,13,0,2,47,0,2,276,127,48,18
242354291,210.975515,31.0517777777778,45.0,19.37,10.309,48,11,46,3251,28,false,34,13,0,2,47,0,2,276,127,48,18
242373936,210.99516,25.0,45.0,19.37,10.309,48,11,43,3253,28,false,34,13,0,2,47,0,2,276,127,48,18
242401548,211.022772,25.0,45.0,19.37,10.309,48,11,45,3253,28,false,34,13,0,2,47,0,2,276,127,48,18
242419435,211.040659,25.0,45.0,19.37,10.309,48,11,43,3250,28,false,34,13,0,2,47,0,2,276,127,48,18
242450614,211.071838,25.0,45.0,19.37,10.309,48,11,45,3244,28,false,34,13,0,2,47,0,2,276,127,48,18
242470936,211.09216,25.0,45.0,19.37,10.309,48,11,43,3238,28,false,34,13,0,2,47,0,2,276,127,48,18
242502008,211.123232,25.0,45.0,19.37,10.309,48,11,48,3232,28,false,34,13,0,2,47,0,2,276,127,48,18
242517880,211.139104,25.0,45.0,19.37,10.309,48,11,46,3231,28,false,34,13,0,2,47,0,2,276,127,48,18
242551673,211.172897,25.0,45.0,19.37,10.309,48,11,46,3226,28,false,34,13,0,2,47,0,2,276,127,48,18
242571177,211.192401,25.0,45.0,19.37,10.309,46,10,41,3228,28,false,34,16,0,2,50,0,2,279,130,46,18
242595389,211.216613,25.0,45.0,19.37,10.309,46,10,43,3226,28,false,34,16,0,2,50,0,2,279,130,46,18
242613150,211.234374,25.0,45.0,19.37,10.309,46,10,39,3189,28,false,34,16,0,2,50,0,2,279,130,46,18
242637176,211.2584,25.0,45.0,19.37,10.309,46,10,42,3189,28,false,34,16,0,2,50,0,2,279,130,46,18
242656455,211.277679,25.0,45.0,19.37,10.309,46,10,39,3192,28,false,34,16,0,2,50,0,2,279,130,46,18
242680935,211.302159,20.2116666666666,45.0,19.37,10.309,46,10,38,3190,28,false,34,16,0,2,50,0,2,279,130,46,18
242697457,211.318681,19.321,45.0,19.37,10.309,46,10,42,3187,28,false,34,16,0,2,50,0,2,279,130,46,18
242728557,211.349781,22.2222222222222,45.0,19.37,10.309,46,10,41,3188,28,false,34,16,0,2,50,0,2,279,130,46,18
242743833,211.365057,22.2222222222222,45.0,19.37,10.309,46,10,46,3185,28,false,34,16,0,2,50,0,2,279,130,46,18
242765657,211.386881,22.2222222222222,45.0,19.37,10.309,46,10,43,3184,28,false,34,16,0,2,50,0,2,279,130,46,18
242804257,211.425481,22.2222222222222,45.0,19.37,10.309,46,10,45,3253,28,false,34,16,0,2,50,0,2,279,130,46,18
242825296,211.44652,22.2222222222222,45.0,19.37,10.309,46,10,43,3252,28,false,34,16,0,2,50,0,2,279,130,46,18
242842761,211.463985,22.2222222222222,45.0,19.37,10.309,46,10,42,3252,28,false,34,16,0,2,50,0,2,279,130,46,18
242871235,211.492459,22.2222222222222,45.0,19.37,10.309,46,10,42,3241,28,false,34,16,0,2,50,0,2,279,130,46,18
242893239,211.514463,22.3997777777778,45.0,19.37,10.309,46,10,40,3239,28,false,34,16,0,2,50,0,2,279,130,46,18
242914518,211.535742,22.2076666666547,45.0,19.37,10.309,46,10,42,3236,28,false,34,16,0,2,50,0,2,279,130,46,18
242941788,211.563012,22.2222222222222,45.0,19.37,10.309,46,10,37,3227,28,false,34,16,0,2,50,0,2,279,130,46,18
242970649,211.591873,28.2791111111231,45.0,19.37,10.309,46,10,42,3222,28,false,34,16,0,2,50,0,2,279,130,46,18
242990829,211.612053,27.389,45.0,19.37,10.309,46,10,40,3224,28,false,34,16,0,2,50,0,2,279,130,46,18
243016097,211.637321,25.0,45.0,19.37,10.309,46,10,41,3219,28,false,34,16,0,2,50,0,2,279,130,46,18
243035363,211.656587,25.0,42.0,17.848,11.997,46,10,40,3219,28,false,34,16,0,2,50,0,2,279,130,46,18
243065284,211.686508,25.0,42.0,17.848,11.997,46,10,39,3171,28,false,34,16,0,2,50,0,2,279,130,46,18
243082508,211.703732,25.0,42.0,17.848,11.997,42,8,38,3167,28,false,34,11,0,2,45,0,2,284,134,42,18
243105266,211.72649,24.7716666666667,42.0,17.848,11.997,42,8,38,3165,28,false,34,11,0,2,45,0,2,284,134,42,18
243119441,211.740665,21.669,42.0,17.848,11.997,42,8,37,3165,28,false,34,11,0,2,45,0,2,284,134,42,18
243136268,211.757492,15.624,42.0,17.848,11.997,42,8,40,3165,28,false,34,11,0,2,45,0,2,284,134,42,18
243155229,211.776453,17.779,42.0,17.848,11.997,42,8,38,3165,28,false,34,11,0,2,45,0,2,284,134,42,18
243181365,211.802589,20.0,42.0,17.848,11.997,42,8,41,3171,28,false,34,11,0,2,45,0,2,284,134,42,18
243203071,211.824295,22.265999999988,42.0,17.848,11.997,42,8,44,3181,28,false,34,11,0,2,45,0,2,284,134,42,18
243223525,211.844749,20.0,42.0,17.848,11.997,42,8,43,3183,28,false,34,11,0,2,45,0,2,284,134,42,18
243242151,211.863375,20.8333333333333,42.0,17.848,11.997,42,8,45,3180,28,false,34,11,0,2,45,0,2,284,134,42,18
243257537,211.878761,20.3703703703704,42.0,17.848,11.997,42,8,43,3180,28,false,34,11,0,2,45,0,2,284,134,42,18
243274555,211.895779,16.0142962963083,42.0,17.848,11.997,42,8,42,3180,28,false,34,11,0,2,45,0,2,284,134,42,18
243292421,211.913645,17.818,42.0,17.848,11.997,42,8,45,3181,28,false,34,11,0,2,45,0,2,284,134,42,18
243308136,211.92936,16.103,42.0,17.848,11.997,42,8,43,3181,28,false,34,11,0,2,45,0,2,284,134,42,18
