t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building,sim_full,sim_mid,sim_far,sim_protected,sim_physics_enabled,sim_pressure,sim_spatial_demotions,tier_changes_total,tier_reversals_total,world_materialized,world_data_only
232982301,201.603525,18.1818181818182,45.0,32.48,12.922,34,14,34,3067,28,true,26,10,0,1,36,0,10,223,98,34,5
232999377,201.620601,18.1818181818182,45.0,32.48,12.922,34,14,34,3062,28,true,26,10,0,1,36,0,10,223,98,34,5
233016485,201.637709,18.1818181818182,45.0,32.48,12.922,34,14,33,3065,28,true,26,10,0,1,36,0,10,223,98,34,5
233033629,201.654853,18.1377878787996,53.0,16.058,9.457,34,14,32,3064,28,true,26,10,0,1,36,0,10,223,98,34,5
233055409,201.676633,18.1818181818182,53.0,16.058,9.457,34,14,33,3064,28,true,26,10,0,1,36,0,10,223,98,34,5
233079735,201.700959,18.2258484848367,53.0,16.058,9.457,34,14,31,3062,28,true,26,10,0,1,36,0,10,223,98,34,5
233096345,201.717569,18.3333333333333,53.0,16.058,9.457,34,14,32,3062,28,true,26,10,0,1,36,0,10,223,98,34,5
233110919,201.732143,18.1818181818182,53.0,16.058,9.457,34,14,32,3061,28,true,26,10,0,1,36,0,10,223,98,34,5
233127277,201.748501,18.1818181818182,53.0,16.058,9.457,34,14,31,3059,28,true,26,10,0,1,36,0,10,223,98,34,5
233146871,201.768095,18.1818181818182,53.0,16.058,9.457,34,14,32,3126,28,true,26,10,0,1,36,0,10,223,98,34,5
233172733,201.793957,18.3333333333333,53.0,16.058,9.457,34,14,32,3126,28,true,26,10,0,1,36,0,10,223,98,34,5
233191483,201.812707,18.3333333333333,53.0,16.058,9.457,34,14,31,3127,28,true,26,10,0,1,36,0,10,223,98,34,5
233207100,201.828324,18.3333333333333,53.0,16.058,9.457,34,14,32,3127,28,true,26,10,0,1,36,0,10,223,98,34,5
233222287,201.843511,18.1992121212239,53.0,16.058,9.457,34,14,32,3123,28,true,26,10,0,1,36,0,10,223,98,34,5
233244023,201.865247,18.3333333333333,53.0,16.058,9.457,34,14,35,3133,28,true,26,10,0,1,36,0,10,223,98,34,5
233262816,201.88404,18.1818181818182,53.0,16.058,9.457,34,14,36,3132,28,true,26,10,0,1,36,0,10,223,98,34,5
233286454,201.907678,18.3333333333333,53.0,16.058,9.457,34,14,35,3131,28,true,26,10,0,1,36,0,10,223,98,34,5
233302849,201.924073,18.3333333333333,53.0,16.058,9.457,34,14,36,3129,28,true,26,10,0,1,36,0,10,223,98,34,5
233320131,201.941355,18.3333333333333,53.0,16.058,9.457,34,14,36,3129,28,true,26,10,0,1,36,0,10,223,98,34,5
233333362,201.954586,18.3333333333333,53.0,16.058,9.457,34,14,35,3130,28,true,26,10,0,1,36,0,10,223,98,34,5
233352254,201.973478,18.1818181818182,53.0,16.058,9.457,34,14,36,3129,28,true,26,10,0,1,36,0,10,223,98,34,5
233368487,201.989711,18.1818181818182,53.0,16.058,9.457,34,14,36,3129,28,true,26,10,0,1,36,0,10,223,98,34,5
233385771,202.006995,18.1818181818182,53.0,16.058,9.457,34,14,35,3129,28,true,26,10,0,1,36,0,10,223,98,34,5
233402285,202.023509,18.1818181818182,53.0,16.058,9.457,34,14,36,3130,28,true,26,10,0,1,36,0,10,223,98,34,5
233419779,202.041003,18.1818181818182,53.0,16.058,9.457,38,15,36,3128,28,true,28,10,0,1,38,0,10,223,98,38,5
233437886,202.05911,18.1818181818182,53.0,16.058,9.457,38,15,35,3094,28,true,28,10,0,1,38,0,10,223,98,38,5
233452138,202.073362,18.1818181818182,53.0,16.058,9.457,38,15,36,3094,28,true,28,10,0,1,38,0,10,223,98,38,5
233466848,202.088072,14.8451212121212,53.0,16.058,9.457,38,15,36,3095,28,true,28,10,0,1,38,0,10,223,98,38,5
233483623,202.104847,14.199,53.0,16.058,9.457,38,15,34,3085,28,true,28,10,0,1,38,0,10,223,98,38,5
233498305,202.119529,16.6666666666667,53.0,16.058,9.457,38,15,35,3085,28,true,28,10,0,1,38,0,10,223,98,38,5
233518219,202.139443,16.6666666666667,53.0,16.058,9.457,38,15,39,3098,28,true,28,10,0,1,38,0,10,223,98,38,5
233536764,202.157988,16.6666666666667,53.0,16.058,9.457,38,15,38,3100,28,true,28,10,0,1,38,0,10,223,98,38,5
233560479,202.181703,18.0555555555556,53.0,16.058,9.457,38,15,39,3100,28,true,28,10,0,1,38,0,10,223,98,38,5
233594504,202.215728,23.6997777777778,53.0,16.058,9.457,38,15,38,3102,28,true,28,10,0,1,38,0,10,223,98,38,5
233610361,202.231585,19.827,53.0,16.058,9.457,38,15,39,3102,28,true,28,10,0,1,38,0,10,223,98,38,5
233627234,202.248458,18.0555555555556,53.0,16.058,9.457,38,15,39,3103,28,true,28,10,0,1,38,0,10,223,98,38,5
233643285,202.264509,18.0555555555556,53.0,16.058,9.457,38,15,38,3099,28,true,28,10,0,1,38,0,10,223,98,38,5
233661046,202.28227,18.0555555555556,53.0,16.058,9.457,38,15,39,3100,28,true,28,10,0,1,38,0,10,223,98,38,5
