t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building,sim_full,sim_mid,sim_far,sim_protected,sim_physics_enabled,sim_pressure,sim_spatial_demotions,tier_changes_total,tier_reversals_total,world_materialized,world_data_only
351421016,307.336728,17.8723333333333,51.0,18.678,9.543,119,31,73,5212,24,false,20,51,49,18,71,0,62,532,159,119,71
351437625,307.353337,18.0555555555556,51.0,18.678,9.543,119,31,71,5212,24,false,20,51,49,18,71,0,62,532,159,119,71
351455712,307.371424,18.0555555555556,51.0,18.678,9.543,119,31,63,5213,24,false,20,51,49,18,71,0,62,532,159,119,71
351472471,307.388183,16.6666666666667,51.0,18.678,9.543,119,31,74,5216,24,false,20,51,49,18,71,0,62,532,159,119,71
351498714,307.414426,21.0885555555476,51.0,18.678,9.543,119,31,71,5216,24,false,20,51,49,18,71,0,62,532,159,119,71
351513780,307.429492,18.0555555555556,51.0,18.678,9.543,119,31,73,5216,24,false,20,51,49,18,71,0,62,532,159,119,71
351535484,307.451196,18.0555555555556,51.0,18.678,9.543,119,31,73,5215,24,false,20,51,49,18,71,0,62,532,159,119,71
351554977,307.470689,18.0555555555556,51.0,18.678,9.543,119,31,67,5215,24,false,20,51,49,18,71,0,62,532,159,119,71
351574790,307.490502,19.2916666666746,51.0,18.678,9.543,122,35,67,5215,24,false,22,52,48,20,74,0,62,533,159,122,71
351590438,307.50615,18.0555555555556,51.0,18.678,9.543,122,35,74,5215,24,false,22,52,48,20,74,0,62,533,159,122,71
351608312,307.524024,18.0555555555556,51.0,18.678,9.543,122,35,72,5215,24,false,22,52,48,20,74,0,62,533,159,122,71
351625637,307.541349,18.0555555555556,51.0,18.678,9.543,122,35,75,5214,24,false,22,52,48,20,74,0,62,533,159,122,71
351645517,307.561229,18.0555555555556,51.0,18.678,9.543,122,35,73,5214,24,false,22,52,48,20,74,0,62,533,159,122,71
351667584,307.583296,20.4887777777778,51.0,18.678,9.543,122,35,69,5223,24,false,22,52,48,20,74,0,62,533,159,122,71
351691129,307.606841,20.498,51.0,18.678,9.543,122,35,67,5223,24,false,22,52,48,20,74,0,62,533,159,122,71
351709369,307.625081,21.61,51.0,18.678,9.543,122,35,70,5224,24,false,22,52,48,20,74,0,62,533,159,122,71
351729566,307.645278,18.956,51.0,18.678,9.543,122,35,76,5224,24,false,22,52,48,20,74,0,62,533,159,122,71
351746933,307.662645,18.3333333333333,51.0,18.678,9.543,122,35,75,5222,24,false,22,52,48,20,74,0,62,533,159,122,71
351765039,307.680751,18.6066666666667,51.0,18.678,9.543,122,35,69,5223,24,false,22,52,48,20,74,0,62,533,159,122,71
351788699,307.704411,18.679,51.0,18.678,9.543,122,35,74,5220,24,false,22,52,48,20,74,0,62,533,159,122,71
351809557,307.725269,23.292,51.0,18.678,9.543,122,35,65,5218,24,false,22,52,48,20,74,0,62,533,159,122,71
351826806,307.742518,19.4444444444444,51.0,18.678,9.543,122,35,77,5217,24,false,22,52,48,20,74,0,62,533,159,122,71
