t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building,sim_full,sim_mid,sim_far,sim_protected,sim_physics_enabled,sim_pressure,sim_spatial_demotions,tier_changes_total,tier_reversals_total,world_materialized,world_data_only
678809534,631.668644,18.0555555555556,58.0,18.04,7.946,36,20,19,3560,27,true,4,13,16,0,17,0,29,353,33,36,91
678824156,631.683266,15.7794242424333,58.0,18.04,7.946,36,20,24,3559,27,true,4,13,16,0,17,0,29,353,33,36,91
678841855,631.700965,14.343,58.0,18.04,7.946,36,20,19,3559,27,true,4,13,16,0,17,0,29,353,33,36,91
678854886,631.713996,16.175,58.0,18.04,7.946,36,20,18,3559,27,true,4,13,16,0,17,0,29,353,33,36,91
678873692,631.732802,16.6666666666667,58.0,18.04,7.946,36,20,23,3559,27,true,4,13,16,0,17,0,29,353,33,36,91
678888576,631.747686,16.6666666666667,58.0,18.04,7.946,36,20,19,3560,27,true,4,13,16,0,17,0,29,353,33,36,91
678909035,631.768145,16.6666666666667,58.0,18.04,7.946,36,20,19,3560,27,true,4,13,16,0,17,0,29,353,33,36,91
678922949,631.782059,16.6666666666667,58.0,18.04,7.946,36,20,22,3560,27,true,4,13,16,0,17,0,29,353,33,36,91
678940030,631.79914,16.6666666666667,58.0,18.04,7.946,36,20,20,3561,27,true,4,13,16,0,17,0,29,353,33,36,91
678955491,631.814601,16.6666666666667,58.0,18.04,7.946,36,20,20,3561,27,true,4,13,16,0,17,0,29,353,33,36,91
678972253,631.831363,16.6666666666667,58.0,18.04,7.946,36,20,21,3565,27,true,4,13,16,0,17,0,29,353,33,36,91
678993648,631.852758,16.6666666666667,58.0,18.04,7.946,35,22,19,3566,27,false,6,13,16,0,19,0,29,353,33,35,92
679013461,631.872571,17.3663333333333,58.0,18.04,7.946,35,22,20,3566,27,false,6,13,16,0,19,0,29,353,33,35,92
679053734,631.912844,28.1476666666667,57.0,30.565,7.398,35,22,18,3565,27,false,6,13,16,0,19,0,29,353,33,35,92
679070562,631.929672,18.0555555555556,57.0,30.565,7.398,35,22,21,3566,27,false,6,13,16,0,19,0,29,353,33,35,92
679088784,631.947894,21.0894444444444,57.0,30.565,7.398,35,22,23,3565,27,false,6,13,16,0,19,0,29,353,33,35,92
679105625,631.964735,18.0555555555556,57.0,30.565,7.398,35,22,17,3561,27,false,6,13,16,0,19,0,29,353,33,35,92
679122274,631.981384,18.0555555555556,57.0,30.565,7.398,35,22,20,3561,27,false,6,13,16,0,19,0,29,353,33,35,92
