t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building,sim_full,sim_mid,sim_far,sim_protected,sim_physics_enabled,sim_pressure,sim_spatial_demotions,tier_changes_total,tier_reversals_total,world_materialized,world_data_only
581309233,519.729508,22.2222222222222,49.0,23.52,8.275,79,22,47,3984,22,true,35,10,34,12,45,0,41,432,58,79,95
581332929,519.753204,20.2147777777778,49.0,23.52,8.275,79,22,46,3984,22,true,35,10,34,12,45,0,41,432,58,79,95
581356910,519.777185,22.9166666666667,49.0,23.52,8.275,79,22,54,3984,22,true,35,10,34,12,45,0,41,432,58,79,95
581372396,519.792671,22.2222222222222,49.0,23.52,8.275,79,22,51,3984,22,true,35,10,34,12,45,0,41,432,58,79,95
581397906,519.818181,21.7951111111111,49.0,23.52,8.275,79,22,49,3985,22,true,35,10,34,12,45,0,41,432,58,79,95
581416273,519.836548,22.366,49.0,23.52,8.275,71,25,47,3982,22,false,35,5,31,13,40,0,36,432,58,71,96
581435992,519.856267,20.715,49.0,23.52,8.275,71,25,43,3978,22,false,35,5,31,13,40,0,36,432,58,71,96
581452668,519.872943,17.101,49.0,23.52,8.275,71,25,48,3978,22,false,35,5,31,13,40,0,36,432,58,71,96
581471909,519.892184,19.057,49.0,23.52,8.275,71,25,53,3977,22,false,35,5,31,13,40,0,36,432,58,71,96
581488122,519.908397,16.666,49.0,23.52,8.275,71,25,49,3977,22,false,35,5,31,13,40,0,36,432,58,71,96
581508264,519.928539,19.047619047619,49.0,23.52,8.275,71,25,48,3970,22,false,35,5,31,13,40,0,36,432,58,71,96
581532917,519.953192,19.047619047619,49.0,23.52,8.275,71,25,45,3967,22,false,35,5,31,13,40,0,36,432,58,71,96
581554008,519.974283,19.047619047619,49.0,23.52,8.275,71,25,44,3973,22,false,35,5,31,13,40,0,36,432,58,71,96
581570073,519.990348,19.047619047619,49.0,23.52,8.275,71,25,47,3973,22,false,35,5,31,13,40,0,36,432,58,71,96
581590665,520.01094,19.047619047619,49.0,23.52,8.275,71,25,51,3972,22,false,35,5,31,13,40,0,36,432,58,71,96
581606793,520.027068,19.4444444444444,49.0,23.52,8.275,71,25,50,3972,22,false,35,5,31,13,40,0,36,432,58,71,96
581625263,520.045538,19.047619047619,49.0,23.52,8.275,71,25,47,3966,22,false,35,5,31,13,40,0,36,432,58,71,96
581642698,520.062973,19.047619047619,49.0,23.52,8.275,71,25,46,3966,22,false,35,5,31,13,40,0,36,432,58,71,96
581664879,520.085154,19.047619047619,49.0,23.52,8.275,71,25,44,3966,22,false,35,5,31,13,40,0,36,432,58,71,96
581684216,520.104491,19.047619047619,49.0,23.52,8.275,71,25,45,3965,22,false,35,5,31,13,40,0,36,432,58,71,96
581704777,520.125052,19.047619047619,49.0,23.52,8.275,71,25,53,3966,22,false,35,5,31,13,40,0,36,432,58,71,96
581722255,520.14253,19.047619047619,49.0,23.52,8.275,71,25,50,3960,22,false,35,5,31,13,40,0,36,432,58,71,96
581745739,520.166014,19.047619047619,49.0,23.52,8.275,71,25,45,3963,22,false,35,5,31,13,40,0,36,432,58,71,96
581764799,520.185074,19.1747936507937,49.0,23.52,8.275,71,25,48,3963,22,false,35,5,31,13,40,0,36,432,58,71,96
581793094,520.213369,19.6059999999825,49.0,23.52,8.275,71,25,42,3963,22,false,35,5,31,13,40,0,36,432,58,71,96
