t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building
285695813,256.569429,16.275,50.0,21.455,15.951,121,50,122,3241,27,false
285711691,256.585307,16.204,50.0,21.455,15.951,121,50,122,3239,27,false
285734376,256.607992,18.5185185185185,50.0,21.455,15.951,121,50,122,3240,27,false
285750369,256.623985,18.3333333333333,50.0,21.455,15.951,121,45,122,3239,27,false
285778804,256.65242,18.3333333333333,50.0,21.455,15.951,121,45,122,3240,27,false
285796120,256.669736,18.3333333333333,50.0,21.455,15.951,121,45,122,3239,27,false
285813862,256.687478,18.3641481481482,50.0,21.455,15.951,121,45,122,3242,27,false
285848858,256.722474,18.5185185185185,50.0,21.455,15.951,121,45,122,3241,27,false
285887571,256.761187,32.0291481481482,50.0,21.455,15.951,121,45,122,3241,27,false
285914449,256.788065,33.071,50.0,21.455,15.951,121,45,122,3243,27,false
285932949,256.806565,27.208,50.0,21.455,15.951,121,45,122,3241,27,false
285961164,256.83478,25.0,50.0,21.455,15.951,121,45,122,3240,27,false
285983422,256.857038,25.0,50.0,21.455,15.951,121,45,122,3238,27,false
286008049,256.881665,25.0,50.0,21.455,15.951,121,45,122,3240,27,false
286027370,256.900986,25.0,50.0,21.455,15.951,121,45,119,3222,27,false
286050845,256.924461,25.0,49.0,18.119,23.62,121,45,119,3221,27,false
286069501,256.943117,25.0,49.0,18.119,23.62,121,45,119,3222,27,false
286124864,256.99848,25.0,49.0,18.119,23.62,121,45,119,3222,27,false
286150872,257.024488,35.411,49.0,18.119,23.62,121,45,119,3222,27,false
286175822,257.049438,27.7777777777778,49.0,18.119,23.62,121,45,119,3223,27,false
286196806,257.070422,27.7777777777778,49.0,18.119,23.62,121,45,119,3223,27,false
286229874,257.10349,27.7777777777778,49.0,18.119,23.62,121,45,119,3224,27,false
286260359,257.133975,27.7777777777778,49.0,18.119,23.62,121,45,119,3222,27,false
286283227,257.156843,27.7777777777778,49.0,18.119,23.62,118,52,119,3221,27,true
286308848,257.182464,27.7777777777778,49.0,18.119,23.62,118,52,119,3220,27,true
286332387,257.206003,27.7777777777778,49.0,18.119,23.62,118,52,119,3221,27,true
286346572,257.220188,27.7182222222222,49.0,18.119,23.62,118,52,119,3221,27,true
286387415,257.261031,21.049,49.0,18.119,23.62,118,52,119,3281,27,true
286424130,257.297746,31.9199999999928,49.0,18.119,23.62,118,52,119,3282,27,true
286441515,257.315131,28.3333333333333,49.0,18.119,23.62,118,52,119,3282,27,true
286480153,257.353769,27.7777777777778,49.0,18.119,23.62,118,52,119,3284,27,true
286514305,257.387921,29.3362222222294,49.0,18.119,23.62,118,52,119,3284,27,true
286540967,257.414583,31.23,49.0,18.119,23.62,118,52,119,3283,27,true
286562805,257.436421,28.3333333333333,49.0,18.119,23.62,118,52,119,3280,27,true
286584886,257.458502,27.7777777777778,49.0,18.119,23.62,118,52,119,3280,27,true
286609812,257.483428,27.7777777777778,49.0,18.119,23.62,118,52,119,3276,27,true
286623483,257.497099,23.3817777777778,49.0,18.119,23.62,118,52,119,3276,27,true
286645167,257.518783,20.996,49.0,18.119,23.62,118,52,119,3275,27,true
286664758,257.538374,16.253,49.0,18.119,23.62,118,52,119,3275,27,true
286680624,257.55424,19.365,49.0,18.119,23.62,118,52,119,3275,27,true
286696338,257.569954,15.101,49.0,18.119,23.62,118,52,119,3276,27,true
286713087,257.586703,16.929,49.0,18.119,23.62,118,52,119,3276,27,true
286729165,257.602781,15.785,49.0,18.119,23.62,118,52,119,3276,27,true
286746552,257.620168,18.095,49.0,18.119,23.62,118,52,119,3276,27,true
286764511,257.638127,17.356,49.0,18.119,23.62,118,51,119,3276,27,false
286780580,257.654196,17.141,49.0,18.119,23.62,118,51,119,3276,27,false
286796935,257.670551,15.802,49.0,18.119,23.62,118,51,119,3273,27,false
286812033,257.685649,14.348,49.0,18.119,23.62,118,51,118,3262,27,false
286827426,257.701042,16.6666666666667,49.0,18.119,23.62,118,51,118,3260,27,false
