t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building
347996804,318.87042,20.8333333333333,51.0,22.212,13.356,96,12,97,3191,27,false
348014449,318.888065,17.7705396825471,51.0,22.212,13.356,96,12,97,3188,27,false
348029777,318.903393,13.849,39.0,29.053,17.329,96,12,97,3184,27,false
348042738,318.916354,14.72,39.0,29.053,17.329,96,12,97,3186,27,false
348091124,318.96474,22.5096666666592,39.0,29.053,17.329,96,12,97,3187,27,false
348104454,318.97807,21.5756666666741,39.0,29.053,17.329,96,12,97,3188,27,false
348126444,319.00006,19.498,39.0,29.053,17.329,96,12,97,3184,27,false
348144097,319.017713,19.4444444444444,39.0,29.053,17.329,96,12,97,3185,27,false
348167749,319.041365,21.9855555555556,39.0,29.053,17.329,96,12,97,3186,27,false
348182210,319.055826,17.4963333333259,39.0,29.053,17.329,96,12,97,3184,27,false
348210801,319.084417,19.4444444444444,39.0,29.053,17.329,96,12,97,3185,27,false
348227253,319.100869,22.4542222222296,39.0,29.053,17.329,96,12,96,3134,27,false
348246977,319.120593,21.625,39.0,29.053,17.329,96,12,96,3131,27,false
348261697,319.135313,19.4444444444444,39.0,29.053,17.329,96,12,96,3133,27,false
348277853,319.151469,17.0318888888815,39.0,29.053,17.329,96,12,96,3132,27,false
348290933,319.164549,16.6666666666667,39.0,29.053,17.329,96,12,96,3131,27,false
348313889,319.187505,19.047619047619,39.0,29.053,17.329,96,12,96,3131,27,false
348325814,319.19943,19.047619047619,39.0,29.053,17.329,96,12,96,3131,27,false
348343753,319.217369,19.047619047619,39.0,29.053,17.329,96,12,96,3131,27,false
348356689,319.230305,17.6128095238169,39.0,29.053,17.329,96,12,96,3131,27,false
348374361,319.247977,17.125,39.0,29.053,17.329,96,12,96,3132,27,false
348388838,319.262454,15.489,39.0,29.053,17.329,96,12,96,3132,27,false
348408081,319.281697,16.405,39.0,29.053,17.329,96,12,95,3131,27,false
348423792,319.297408,17.903,39.0,29.053,17.329,96,12,96,3132,27,false
348440594,319.31421,15.671,39.0,29.053,17.329,96,12,96,3134,27,false
348457238,319.330854,17.33,39.0,29.053,17.329,96,12,96,3134,27,false
348471481,319.345097,15.533,39.0,29.053,17.329,96,12,96,3133,27,false
348488301,319.361917,16.568,39.0,29.053,17.329,95,14,96,3133,27,false
