t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building,sim_full,sim_mid,sim_far,sim_protected,sim_physics_enabled,sim_pressure,sim_spatial_demotions,tier_changes_total,tier_reversals_total,world_materialized,world_data_only
254105795,221.925376,21.6609999999917,47.0,15.273,13.02,95,32,40,3610,26,false,12,25,60,2,37,1,38,547,190,95,86
254123015,221.942596,19.4444444444444,47.0,15.273,13.02,95,32,53,3608,26,false,12,25,60,2,37,1,38,547,190,95,86
254147685,221.967266,20.0,47.0,15.273,13.02,95,32,47,3676,26,false,12,25,60,2,37,1,38,547,190,95,86
254164054,221.983635,20.0,47.0,15.273,13.02,95,32,40,3675,26,false,12,25,60,2,37,1,38,547,190,95,86
254182306,222.001887,19.6969696969697,47.0,15.273,13.02,95,32,45,3675,26,false,12,25,60,2,37,1,38,547,190,95,86
254207344,222.026925,20.8585858585859,47.0,15.273,13.02,95,32,42,3675,26,false,12,25,60,2,37,1,38,547,190,95,86
254226219,222.0458,20.0,47.0,15.273,13.02,95,32,42,3673,26,false,12,25,60,2,37,1,38,547,190,95,86
254244195,222.063776,19.6969696969697,47.0,15.273,13.02,95,32,51,3672,26,false,12,25,60,2,37,1,38,547,190,95,86
254263804,222.083385,19.6969696969697,47.0,15.273,13.02,95,32,47,3671,26,false,12,25,60,2,37,1,38,547,190,95,86
254283225,222.102806,19.6969696969697,47.0,15.273,13.02,95,32,42,3673,26,false,12,25,60,2,37,1,38,547,190,95,86
254305827,222.125408,19.6969696969697,47.0,15.273,13.02,95,32,43,3668,26,false,12,25,60,2,37,1,38,547,190,95,86
254330564,222.150145,19.6969696969697,47.0,15.273,13.02,95,32,44,3644,26,false,12,25,60,2,37,1,38,547,190,95,86
254346003,222.165584,20.0,47.0,15.273,13.02,95,32,40,3629,26,false,12,25,60,2,37,1,38,547,190,95,86
254368279,222.18786,20.0,47.0,15.273,13.02,95,32,51,3624,26,false,12,25,60,2,37,1,38,547,190,95,86
254384535,222.204116,20.0,47.0,15.273,13.02,95,32,49,3624,26,false,12,25,60,2,37,1,38,547,190,95,86
254400626,222.220207,19.6969696969697,47.0,15.273,13.02,95,32,40,3624,26,false,12,25,60,2,37,1,38,547,190,95,86
254425124,222.244705,19.6969696969697,47.0,15.273,13.02,95,32,48,3549,26,false,12,25,60,2,37,1,38,547,190,95,86
254440841,222.260422,19.6969696969697,47.0,15.273,13.02,95,32,42,3553,26,false,12,25,60,2,37,1,38,547,190,95,86
254454284,222.273865,19.6969696969697,47.0,15.273,13.02,95,32,40,3553,26,false,12,25,60,2,37,1,38,547,190,95,86
254472517,222.292098,18.868272727281,47.0,15.273,13.02,95,32,53,3554,26,false,12,25,60,2,37,1,38,547,190,95,86
254488919,222.3085,18.719,47.0,15.273,13.02,95,32,47,3554,26,false,12,25,60,2,37,1,38,547,190,95,86
254510918,222.330499,15.884,47.0,15.273,13.02,95,32,40,3553,26,false,12,25,60,2,37,1,38,547,190,95,86
254525027,222.344608,19.4444444444444,47.0,15.273,13.02,95,32,45,3553,26,false,12,25,60,2,37,1,38,547,190,95,86
254545784,222.365365,17.2305555555556,47.0,15.273,13.02,95,32,46,3554,26,false,12,25,60,2,37,1,38,547,190,95,86
254572784,222.392365,19.2476666666584,47.0,15.273,13.02,95,32,41,3553,26,false,12,25,60,2,37,1,38,547,190,95,86
254589231,222.408812,18.75,47.0,15.273,13.02,95,32,51,3553,26,false,12,25,60,2,37,1,38,547,190,95,86
254607569,222.42715,18.75,47.0,15.273,13.02,95,29,48,3554,26,false,10,26,59,2,36,1,40,548,190,95,86
254622834,222.442415,18.75,47.0,15.273,13.02,95,29,42,3556,26,false,10,26,59,2,36,1,40,548,190,95,86
254640189,222.45977,18.75,47.0,15.273,13.02,95,29,44,3556,26,false,10,26,59,2,36,1,40,548,190,95,86
254655665,222.475246,18.75,47.0,15.273,13.02,95,29,47,3555,26,false,10,26,59,2,36,1,40,548,190,95,86
254674937,222.494518,18.75,47.0,15.273,13.02,95,29,44,3555,26,false,10,26,59,2,36,1,40,548,190,95,86
254689495,222.509076,17.1593333333416,47.0,15.273,13.02,95,29,40,3554,26,false,10,26,59,2,36,1,40,548,190,95,86
254707964,222.527545,15.385,47.0,15.273,13.02,95,29,51,3557,26,false,10,26,59,2,36,1,40,548,190,95,86
254723251,222.542832,16.892,47.0,15.273,13.02,95,29,49,3557,26,false,10,26,59,2,36,1,40,548,190,95,86
254741228,222.560809,16.406,47.0,15.273,13.02,95,29,41,3556,26,false,10,26,59,2,36,1,40,548,190,95,86
254757457,222.577038,18.0555555555556,47.0,15.273,13.02,95,29,44,3554,26,false,10,26,59,2,36,1,40,548,190,95,86
254790341,222.609922,20.2687777777695,47.0,15.273,13.02,95,29,43,3623,26,false,10,26,59,2,36,1,40,548,190,95,86
254807495,222.627076,18.1818181818182,47.0,15.273,13.02,95,29,40,3622,26,false,10,26,59,2,36,1,40,548,190,95,86
254829027,222.648608,18.1818181818182,47.0,15.273,13.02,95,29,52,3622,26,false,10,26,59,2,36,1,40,548,190,95,86
254847743,222.667324,18.1818181818182,47.0,15.273,13.02,95,29,48,3623,26,false,10,26,59,2,36,1,40,548,190,95,86
254864577,222.684158,18.1818181818182,47.0,15.273,13.02,95,29,40,3620,26,false,10,26,59,2,36,1,40,548,190,95,86
254885448,222.705029,18.1818181818182,47.0,15.273,13.02,95,29,45,3619,26,false,10,26,59,2,36,1,40,548,190,95,86
254902965,222.722546,18.1818181818182,47.0,15.273,13.02,95,29,47,3616,26,false,10,26,59,2,36,1,40,548,190,95,86
254923460,222.743041,18.1818181818182,47.0,15.273,13.02,95,29,43,3593,26,false,10,26,59,2,36,1,40,548,190,95,86
254941161,222.760742,18.1818181818182,47.0,15.273,13.02,95,29,41,3589,26,false,10,26,59,2,36,1,40,548,190,95,86
254960972,222.780553,18.1818181818182,47.0,15.273,13.02,95,29,51,3590,26,false,10,26,59,2,36,1,40,548,190,95,86
254977138,222.796719,18.1818181818182,47.0,15.273,13.02,95,29,48,3590,26,false,10,26,59,2,36,1,40,548,190,95,86
254999987,222.819568,18.1818181818182,47.0,15.273,13.02,95,29,44,3591,26,false,10,26,59,2,36,1,40,548,190,95,86
255021263,222.840844,20.5880000000082,47.0,15.273,13.02,95,29,47,3591,26,false,10,26,59,2,36,1,40,548,190,95,86
255035810,222.855391,20.502,52.0,15.723,13.057,95,29,44,3590,26,false,10,26,59,2,36,1,40,548,190,95,86
255050538,222.870119,18.1818181818182,52.0,15.723,13.057,95,29,40,3588,26,false,10,26,59,2,36,1,40,548,190,95,86
255067979,222.88756,18.1818181818182,52.0,15.723,13.057,95,29,51,3586,26,false,10,26,59,2,36,1,40,548,190,95,86
255084079,222.90366,18.1818181818182,52.0,15.723,13.057,95,29,49,3585,26,false,10,26,59,2,36,1,40,548,190,95,86
255100977,222.920558,18.0555555555556,52.0,15.723,13.057,95,29,41,3585,26,false,10,26,59,2,36,1,40,548,190,95,86
255120325,222.939906,18.0555555555556,52.0,15.723,13.057,95,32,44,3589,26,false,10,26,59,2,36,1,40,548,190,95,85
255137159,222.95674,18.0555555555556,52.0,15.723,13.057,95,32,48,3589,26,false,10,26,59,2,36,1,40,548,190,95,85
255154350,222.973931,16.8645454545372,52.0,15.723,13.057,95,32,43,3589,26,false,10,26,59,2,36,1,40,548,190,95,85
255173824,222.993405,16.6666666666667,52.0,15.723,13.057,95,32,40,3589,26,false,10,26,59,2,36,1,40,548,190,95,85
255196738,223.016319,18.1818181818182,52.0,15.723,13.057,95,32,48,3589,26,false,10,26,59,2,36,1,40,548,190,95,85
