t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building,sim_full,sim_mid,sim_far,sim_protected,sim_physics_enabled,sim_pressure,sim_spatial_demotions,tier_changes_total,tier_reversals_total,world_materialized,world_data_only
187554965,162.220581,25.0,38.0,21.885,22.351,72,38,61,3063,28,false,25,49,0,1,74,1,0,601,271,72,64
187573185,162.238801,25.0,38.0,21.885,22.351,72,38,57,3062,28,false,25,49,0,1,74,1,0,601,271,72,64
187604339,162.269955,25.0,38.0,21.885,22.351,72,38,60,3062,28,false,25,49,0,1,74,1,0,601,271,72,64
187617665,162.283281,24.2424242424242,38.0,21.885,22.351,72,38,56,3062,28,false,25,49,0,1,74,1,0,601,271,72,64
187662737,162.328353,24.8752424242424,38.0,21.885,22.351,72,38,64,3074,28,false,25,49,0,1,74,1,0,601,271,72,64
187676616,162.342232,25.0,38.0,21.885,22.351,72,38,60,3075,28,false,25,49,0,1,74,1,0,601,271,72,64
187704831,162.370447,25.0,38.0,21.885,22.351,72,38,62,3075,28,false,25,49,0,1,74,1,0,601,271,72,64
187720452,162.386068,24.871,38.0,21.885,22.351,72,38,58,3074,28,false,25,49,0,1,74,1,0,601,271,72,64
187749656,162.415272,24.2424242424242,38.0,21.885,22.351,72,38,62,3073,28,false,25,49,0,1,74,1,0,601,271,72,64
187764386,162.430002,24.2424242424242,38.0,21.885,22.351,72,38,58,3074,28,false,25,49,0,1,74,1,0,601,271,72,64
187784837,162.450453,19.4878181818059,38.0,21.885,22.351,72,38,58,3075,28,false,25,49,0,1,74,1,0,601,271,72,64
187811790,162.477406,22.0806666666789,38.0,21.885,22.351,72,38,58,3075,28,false,25,49,0,1,74,1,0,601,271,72,64
187835958,162.501574,24.6036666666667,38.0,21.885,22.351,74,39,57,3075,28,false,25,49,0,1,74,1,0,604,274,74,68
187858689,162.524305,24.2424242424242,38.0,21.885,22.351,74,39,58,3075,28,false,25,49,0,1,74,1,0,604,274,74,68
187882189,162.547805,24.2424242424242,38.0,21.885,22.351,74,39,60,3081,28,false,25,49,0,1,74,1,0,604,274,74,68
187913412,162.579028,22.8034848484848,38.0,21.885,22.351,74,39,59,3086,28,false,25,49,0,1,74,1,0,604,274,74,68
187935883,162.601499,25.0,38.0,21.885,22.351,74,39,58,3085,28,false,25,49,0,1,74,1,0,604,274,74,68
187960584,162.6262,24.2424242424242,38.0,21.885,22.351,74,39,59,3085,28,false,25,49,0,1,74,1,0,604,274,74,68
187980468,162.646084,24.7672424242424,38.0,21.885,22.351,74,39,58,3085,28,false,25,49,0,1,74,1,0,604,274,74,68
187996476,162.662092,22.9773333333333,38.0,21.885,22.351,74,39,62,3085,28,false,25,49,0,1,74,1,0,604,274,74,68
