t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building
55157489,25.806487,16.6666666666667,60.0,17.07,3.983,7,1,8,1757,9,false
55173332,25.82233,16.6666666666667,60.0,17.07,3.983,7,1,8,1757,9,false
55191031,25.840029,16.6666666666667,60.0,17.07,3.983,7,1,8,1756,9,false
55206914,25.855912,16.6666666666667,60.0,17.07,3.983,7,1,8,1756,9,false
55222974,25.871972,16.6666666666667,60.0,17.07,3.983,7,1,8,1756,9,false
55239975,25.888973,16.6666666666667,60.0,17.07,3.983,7,1,8,1756,9,false
55256934,25.905932,16.6666666666667,60.0,17.07,3.983,7,1,8,1756,9,false
55273717,25.922715,16.6666666666667,60.0,17.07,3.983,7,1,8,1756,9,false
55291592,25.94059,16.6666666666667,60.0,17.07,3.983,7,1,8,1756,9,false
55306179,25.955177,16.6666666666667,60.0,17.07,3.983,7,1,8,1756,9,false
55323070,25.972068,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55339999,25.988997,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55355729,26.004727,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55372518,26.021516,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55390279,26.039277,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55406069,26.055067,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55422565,26.071563,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55439451,26.088449,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55456208,26.105206,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55473256,26.122254,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55490932,26.13993,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55510826,26.159824,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55522656,26.171654,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55539833,26.188831,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55556297,26.205295,16.6666666666667,60.0,17.07,3.983,7,1,8,1699,9,false
55573537,26.222535,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55590174,26.239172,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55605990,26.254988,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55622964,26.271962,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55639684,26.288682,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55656267,26.305265,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55674029,26.323027,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55689745,26.338743,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55707062,26.35606,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55723523,26.372521,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55738749,26.387747,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55755533,26.404531,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55772015,26.421013,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55789778,26.438776,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55805911,26.454909,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55822186,26.471184,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55840455,26.489453,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
55855470,26.504468,16.6666666666667,60.0,17.07,3.983,7,0,8,1699,9,false
