t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building
471271453,446.305774,16.6666666666667,52.0,15.118,12.66,70,20,74,2814,28,true
471285735,446.320056,16.6666666666667,52.0,15.118,12.66,70,20,74,2813,28,true
471303843,446.338164,16.6666666666667,52.0,15.118,12.66,70,20,74,2816,28,true
471321938,446.356259,16.6666666666667,52.0,15.118,12.66,70,20,74,2816,28,true
471337800,446.372121,16.6666666666667,52.0,15.118,12.66,70,20,74,2815,28,true
471353370,446.387691,16.6666666666667,52.0,15.118,12.66,70,20,74,2815,28,true
471370701,446.405022,16.6666666666667,52.0,15.118,12.66,70,20,74,2815,28,true
471389175,446.423496,16.6666666666667,52.0,15.118,12.66,70,20,74,2815,28,true
471405185,446.439506,16.6666666666667,52.0,15.118,12.66,70,20,74,2815,28,true
471421494,446.455815,16.6666666666667,52.0,15.118,12.66,70,20,74,2816,28,true
471437760,446.472081,16.6666666666667,52.0,15.118,12.66,70,20,74,2816,28,true
471452174,446.486495,16.6666666666667,52.0,15.118,12.66,70,20,74,2815,28,true
471470492,446.504813,16.6666666666667,52.0,15.118,12.66,70,20,74,2816,28,true
471485798,446.520119,16.6666666666667,52.0,15.118,12.66,70,20,74,2815,28,true
471502272,446.536593,16.6666666666667,52.0,15.118,12.66,70,20,74,2815,28,true
471519634,446.553955,16.6666666666667,52.0,15.118,12.66,70,20,74,2815,28,true
471537741,446.572062,16.6666666666667,52.0,15.118,12.66,70,20,74,2816,28,true
471557275,446.591596,16.6666666666667,52.0,15.118,12.66,70,20,74,2883,28,true
471571990,446.606311,16.6666666666667,52.0,15.118,12.66,70,20,74,2882,28,true
471586952,446.621273,16.6666666666667,52.0,15.118,12.66,73,18,74,2883,28,false
471604773,446.639094,16.6666666666667,52.0,15.118,12.66,73,18,74,2884,28,false
471619549,446.65387,16.6666666666667,52.0,15.118,12.66,73,18,74,2881,28,false
471638935,446.673256,16.6666666666667,52.0,15.118,12.66,73,18,74,2877,28,false
