t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building
114201744,85.07536,16.6666666666667,56.0,21.566,10.742,24,8,22,2597,26,false
114216258,85.089874,16.6666666666667,56.0,21.566,10.742,24,8,22,2597,26,false
114233582,85.107198,16.6666666666667,56.0,21.566,10.742,24,8,22,2596,26,false
114250802,85.124418,16.6666666666667,56.0,21.566,10.742,24,8,22,2596,26,false
114266927,85.140543,16.6666666666667,56.0,21.566,10.742,24,8,22,2596,26,false
114284354,85.15797,16.6666666666667,56.0,21.566,10.742,24,8,22,2595,26,false
114301180,85.174796,16.6666666666667,56.0,21.566,10.742,24,8,22,2595,26,false
114317766,85.191382,16.6666666666667,56.0,21.566,10.742,21,4,22,2595,26,false
114333767,85.207383,16.6666666666667,56.0,21.566,10.742,21,4,22,2595,26,false
114351855,85.225471,17.1561111111111,56.0,21.566,10.742,21,4,22,2595,26,false
114368155,85.241771,16.6666666666667,56.0,21.566,10.742,21,4,21,2595,26,false
114382318,85.255934,16.6666666666667,56.0,21.566,10.742,21,4,21,2595,26,false
114399680,85.273296,16.6666666666667,56.0,21.566,10.742,21,4,21,2595,26,false
114416619,85.290235,16.6666666666667,56.0,21.566,10.742,21,4,21,2595,26,false
114434940,85.308556,16.6666666666667,56.0,21.566,10.742,21,4,20,2595,26,false
114449337,85.322953,16.6666666666667,56.0,21.566,10.742,21,4,20,2595,26,false
114466781,85.340397,16.6666666666667,56.0,21.566,10.742,21,4,20,2595,26,false
114483152,85.356768,16.6666666666667,56.0,21.566,10.742,21,4,20,2595,26,false
114500805,85.374421,16.6666666666667,56.0,21.566,10.742,21,4,20,2595,26,false
114516306,85.389922,16.6666666666667,56.0,21.566,10.742,21,4,20,2591,26,false
114533263,85.406879,16.6666666666667,56.0,21.566,10.742,21,4,22,2597,26,false
114550803,85.424419,16.6666666666667,56.0,21.566,10.742,21,4,22,2597,26,false
114566939,85.440555,16.6666666666667,56.0,21.566,10.742,21,4,22,2597,26,false
114582342,85.455958,16.6666666666667,56.0,21.566,10.742,21,4,22,2597,26,false
114598820,85.472436,16.6666666666667,56.0,21.566,10.742,21,4,22,2597,26,false
114616326,85.489942,16.6666666666667,56.0,21.566,10.742,21,4,22,2596,26,false
114633853,85.507469,16.6666666666667,56.0,21.566,10.742,21,4,22,2596,26,false
114650284,85.5239,16.6666666666667,56.0,21.566,10.742,21,4,22,2596,26,false
114666635,85.540251,16.6666666666667,56.0,21.566,10.742,21,4,22,2596,26,false
114682769,85.556385,16.6666666666667,56.0,21.566,10.742,21,4,22,2596,26,false
114701548,85.575164,16.6666666666667,56.0,21.566,10.742,21,4,22,2596,26,false
114716289,85.589905,16.6666666666667,56.0,21.566,10.742,21,4,22,2596,26,false
114733672,85.607288,16.6666666666667,56.0,21.566,10.742,21,4,22,2596,26,false
114751013,85.624629,16.6666666666667,56.0,21.566,10.742,21,4,22,2596,26,false
114765535,85.639151,16.6666666666667,56.0,21.566,10.742,21,4,22,2596,26,false
114784982,85.658598,16.6666666666667,56.0,21.566,10.742,21,4,22,2596,26,false
114800078,85.673694,16.6666666666667,56.0,21.566,10.742,21,4,22,2596,26,false
114817003,85.690619,16.6666666666667,56.0,21.566,10.742,21,5,22,2596,26,true
114833512,85.707128,16.6666666666667,56.0,21.566,10.742,21,5,22,2596,26,true
114850413,85.724029,16.6666666666667,56.0,21.566,10.742,21,5,22,2596,26,true
114868491,85.742107,16.6666666666667,56.0,21.566,10.742,21,5,22,2596,26,true
114883456,85.757072,16.6666666666667,56.0,21.566,10.742,21,5,22,2596,26,true
114900568,85.774184,16.6666666666667,56.0,21.566,10.742,21,5,22,2596,26,true
114919498,85.793114,16.6666666666667,56.0,21.566,10.742,21,5,21,2596,26,true
114934165,85.807781,16.6666666666667,56.0,21.566,10.742,21,5,21,2596,26,true
114949810,85.823426,16.6666666666667,56.0,21.566,10.742,21,5,21,2596,26,true
114965428,85.839044,16.6666666666667,56.0,21.566,10.742,21,5,21,2596,26,true
114982183,85.855799,16.6666666666667,56.0,21.566,10.742,21,5,21,2596,26,true
114999041,85.872657,16.6666666666667,56.0,21.566,10.742,21,5,21,2597,26,true
115015766,85.889382,16.6666666666667,56.0,21.566,10.742,21,5,21,2597,26,true
115039337,85.912953,16.6666666666667,60.0,15.112,5.404,21,5,21,2597,26,true
115062366,85.935982,16.6666666666667,60.0,15.112,5.404,21,5,21,2597,26,true
115094622,85.968238,22.4266666666667,60.0,15.112,5.404,21,5,21,2597,26,true
115112454,85.98607,18.0555555555556,60.0,15.112,5.404,21,5,21,2597,26,true
115140419,86.014035,31.9424444444445,60.0,15.112,5.404,21,5,21,2598,26,true
115163699,86.037315,22.2222222222222,60.0,15.112,5.404,21,5,21,2598,26,true
115187749,86.061365,27.7757777777778,60.0,15.112,5.404,21,5,21,2598,26,true
115204022,86.077638,23.8095238095238,60.0,15.112,5.404,21,5,21,2597,26,true
115219286,86.092902,23.3333333333333,60.0,15.112,5.404,21,5,21,2597,26,true
115235460,86.109076,19.5218095238095,60.0,15.112,5.404,21,5,21,2596,26,true
115248488,86.122104,16.666,60.0,15.112,5.404,21,5,21,2596,26,true
115267139,86.140755,16.666,60.0,15.112,5.404,21,5,21,2596,26,true
115283149,86.156765,16.666,60.0,15.112,5.404,21,5,21,2596,26,true
115300595,86.174211,16.666,60.0,15.112,5.404,21,5,21,2596,26,true
115317503,86.191119,16.666,60.0,15.112,5.404,22,8,23,2602,26,false
