t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building
88495894,59.144892,16.9466666666667,56.0,21.213,7.346,5,4,5,1822,9,false
88512047,59.161045,16.6666666666667,56.0,21.213,7.346,5,4,5,1821,9,false
88529418,59.178416,16.6666666666667,56.0,21.213,7.346,5,4,4,1819,9,false
88544679,59.193677,16.6666666666667,56.0,21.213,7.346,5,4,4,1818,9,false
88561903,59.210901,16.6666666666667,56.0,21.213,7.346,5,4,4,1815,9,false
88579345,59.228343,16.6666666666667,56.0,21.213,7.346,5,4,3,1808,9,false
88595320,59.244318,16.6666666666667,56.0,21.213,7.346,5,4,3,1808,9,false
88611695,59.260693,16.6666666666667,56.0,21.213,7.346,5,4,3,1808,9,false
88628493,59.277491,16.6666666666667,56.0,21.213,7.346,5,4,3,1807,9,false
88644969,59.293967,16.6666666666667,56.0,21.213,7.346,5,4,3,1803,9,false
88662864,59.311862,16.6666666666667,56.0,21.213,7.346,5,4,3,1755,9,false
88679060,59.328058,16.6666666666667,56.0,21.213,7.346,5,4,3,1754,9,false
88694884,59.343882,16.6666666666667,56.0,21.213,7.346,5,4,3,1754,9,false
88711292,59.36029,16.6666666666667,56.0,21.213,7.346,5,4,3,1754,9,false
88728508,59.377506,16.6666666666667,56.0,21.213,7.346,5,4,3,1753,9,false
88744797,59.393795,16.6666666666667,56.0,21.213,7.346,5,4,3,1753,9,false
88761311,59.410309,16.6666666666667,56.0,21.213,7.346,5,4,3,1752,9,false
88778415,59.427413,16.6666666666667,56.0,21.213,7.346,5,4,3,1752,9,false
88794987,59.443985,16.6666666666667,56.0,21.213,7.346,5,4,3,1752,9,false
88812079,59.461077,16.6666666666667,56.0,21.213,7.346,5,4,3,1752,9,false
88828913,59.477911,16.6666666666667,56.0,21.213,7.346,5,4,3,1753,9,false
88845642,59.49464,16.6666666666667,56.0,21.213,7.346,5,4,3,1753,9,false
88862987,59.511985,16.6666666666667,56.0,21.213,7.346,5,4,3,1756,9,false
88879507,59.528505,16.6666666666667,56.0,21.213,7.346,5,4,3,1756,9,false
88895627,59.544625,16.6666666666667,56.0,21.213,7.346,5,4,3,1756,9,false
88912047,59.561045,16.6666666666667,56.0,21.213,7.346,5,4,3,1756,9,false
88934738,59.583736,16.6666666666667,56.0,21.213,7.346,5,4,2,1754,9,false
88950157,59.599155,16.6666666666667,56.0,21.213,7.346,5,4,2,1754,9,false
88970655,59.619653,16.6666666666667,56.0,21.213,7.346,1,3,2,1754,9,false
88982189,59.631187,16.6666666666667,56.0,21.213,7.346,1,3,2,1754,9,false
88996400,59.645398,16.6666666666667,56.0,21.213,7.346,1,3,2,1754,9,false
89012522,59.66152,16.6666666666667,56.0,21.213,7.346,1,3,2,1753,9,false
89028294,59.677292,16.6666666666667,59.0,16.867,6.909,1,3,2,1753,9,false
89045419,59.694417,16.6666666666667,59.0,16.867,6.909,1,3,2,1753,9,false
89062971,59.711969,16.6666666666667,59.0,16.867,6.909,1,3,2,1753,9,false
89079597,59.728595,16.6666666666667,59.0,16.867,6.909,1,3,2,1752,9,false
