t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building,sim_full,sim_mid,sim_far,sim_protected,sim_physics_enabled,sim_pressure,sim_spatial_demotions,tier_changes_total,tier_reversals_total,world_materialized,world_data_only
359912006,327.731587,37.5,23.0,23.578,15.742,113,12,85,3102,25,false,44,61,8,20,105,1,0,1372,457,113,85
359953621,327.773202,37.5,23.0,23.578,15.742,113,12,86,3101,25,false,44,61,8,20,105,1,0,1372,457,113,85
359994371,327.813952,37.8787878787879,23.0,23.578,15.742,113,12,93,3125,25,false,44,61,8,20,105,1,0,1372,457,113,85
360032338,327.851919,37.8787878787879,23.0,23.578,15.742,113,12,86,3121,25,false,44,61,8,20,105,1,0,1372,457,113,85
360072987,327.892568,37.8787878787879,27.0,22.27,12.766,113,12,87,3120,25,false,44,61,8,20,105,1,0,1372,457,113,85
360111600,327.931181,37.8787878787879,27.0,22.27,12.766,113,12,89,3119,25,false,44,61,8,20,105,1,0,1372,457,113,85
360148030,327.967611,37.8787878787879,27.0,22.27,12.766,113,12,91,3108,25,false,44,61,8,20,105,1,0,1372,457,113,85
360184410,328.003991,37.8787878787879,27.0,22.27,12.766,113,12,90,3118,25,false,44,61,8,20,105,1,0,1372,457,113,85
360228887,328.048468,37.8787878787879,27.0,22.27,12.766,113,12,90,3110,25,false,44,61,8,20,105,1,0,1372,457,113,85
360263257,328.082838,40.6748181818282,27.0,22.27,12.766,113,12,86,3108,25,false,44,61,8,20,105,1,0,1372,457,113,85
360297677,328.117258,37.8787878787879,27.0,22.27,12.766,113,12,95,3104,25,false,44,61,8,20,105,1,0,1372,457,113,85
360333954,328.153535,35.4615454545355,27.0,22.27,12.766,113,12,90,3107,25,false,44,61,8,20,105,1,0,1372,457,113,85
360373233,328.192814,37.5,27.0,22.27,12.766,117,11,90,3112,25,false,46,62,8,22,108,1,0,1377,461,117,84
360405903,328.225484,37.8787878787879,27.0,22.27,12.766,117,11,89,3107,25,false,46,62,8,22,108,1,0,1377,461,117,84
360440024,328.259605,37.5,27.0,22.27,12.766,117,11,96,3111,25,false,46,62,8,22,108,1,0,1377,461,117,84
360474612,328.294193,37.1212121212121,27.0,22.27,12.766,117,11,90,3113,25,false,46,62,8,22,108,1,0,1377,461,117,84
360515950,328.335531,35.7283333333433,27.0,22.27,12.766,117,11,92,3104,25,false,46,62,8,22,108,1,0,1377,461,117,84
360552098,328.371679,37.5,27.0,22.27,12.766,117,11,90,3083,25,false,46,62,8,22,108,1,0,1377,461,117,84
360586644,328.406225,37.5,27.0,22.27,12.766,117,11,94,3081,25,false,46,62,8,22,108,1,0,1377,461,117,84
360617618,328.437199,37.5,27.0,22.27,12.766,117,11,91,3080,25,false,46,62,8,22,108,1,0,1377,461,117,84
360651409,328.47099,32.134,27.0,22.27,12.766,117,11,89,3080,25,false,46,62,8,22,108,1,0,1377,461,117,84
360679316,328.498897,27.906,27.0,22.27,12.766,117,11,98,3092,25,false,46,62,8,22,108,1,0,1377,461,117,84
360721061,328.540642,35.115,27.0,22.27,12.766,117,11,90,3137,25,false,46,62,8,22,108,1,0,1377,461,117,84
360768507,328.588088,39.94999999999,27.0,22.27,12.766,117,11,93,3145,25,false,46,62,8,22,108,1,0,1377,461,117,84
360803277,328.622858,36.1111111111111,27.0,22.27,12.766,117,11,95,3137,25,false,46,62,8,22,108,1,0,1377,461,117,84
