t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building
125566073,100.600394,29.1633333333333,57.0,22.993,7.721,15,9,19,2732,26,false
125590936,100.625257,20.0,57.0,22.993,7.721,15,9,19,2732,26,false
125606083,100.640404,20.0,57.0,22.993,7.721,15,9,19,2732,26,false
125625045,100.659366,20.0,57.0,22.993,7.721,15,9,19,2732,26,false
125640788,100.675109,18.3653333333299,57.0,22.993,7.721,15,9,19,2732,26,false
125657845,100.692166,20.0,57.0,22.993,7.721,15,9,19,2731,26,false
125670214,100.704535,18.2973333333368,57.0,22.993,7.721,15,9,19,2731,26,false
125683782,100.718103,16.666,57.0,22.993,7.721,15,9,19,2731,26,false
125699997,100.734318,16.666,57.0,22.993,7.721,15,9,19,2731,26,false
125717541,100.751862,16.666,57.0,22.993,7.721,15,9,19,2731,26,false
125736440,100.770761,16.666,57.0,22.993,7.721,15,9,19,2731,26,false
125757064,100.791385,16.666,57.0,22.993,7.721,15,9,19,2731,26,false
125768103,100.802424,16.666,57.0,22.993,7.721,15,9,19,2677,26,false
125783967,100.818288,16.666,57.0,22.993,7.721,15,9,19,2677,26,false
125803927,100.838248,16.666,57.0,22.993,7.721,15,9,19,2677,26,false
125819998,100.854319,16.666,57.0,22.993,7.721,21,6,22,2677,26,false
125838528,100.872849,16.666,57.0,22.993,7.721,21,6,23,2677,26,false
125850208,100.884529,16.666,57.0,22.993,7.721,21,6,23,2677,26,false
125869797,100.904118,16.666,57.0,22.993,7.721,21,6,23,2678,26,false
125892409,100.92673,16.666,57.0,22.993,7.721,21,6,23,2678,26,false
125911842,100.946163,18.0555555555556,57.0,22.993,7.721,21,6,22,2679,26,false
125933678,100.967999,18.0555555555556,57.0,22.993,7.721,21,6,22,2679,26,false
125950499,100.98482,18.0555555555556,57.0,22.993,7.721,21,6,22,2679,26,false
125967098,101.001419,18.0555555555556,57.0,22.993,7.721,21,6,22,2679,26,false
125983660,101.017981,18.0555555555556,57.0,22.993,7.721,21,6,22,2679,26,false
126000766,101.035087,18.0508888888889,57.0,22.993,7.721,21,6,22,2679,26,false
126017714,101.052035,16.6666666666667,57.0,22.993,7.721,21,6,22,2679,26,false
126034503,101.068824,16.6666666666667,56.0,19.174,7.741,21,6,22,2678,26,false
126049841,101.084162,16.6666666666667,56.0,19.174,7.741,21,6,22,2677,26,false
126068675,101.102996,16.6666666666667,56.0,19.174,7.741,21,6,23,2677,26,false
126088088,101.122409,16.6666666666667,56.0,19.174,7.741,21,6,23,2677,26,false
126109077,101.143398,16.6666666666667,56.0,19.174,7.741,21,6,23,2677,26,false
126121516,101.155837,16.6666666666667,56.0,19.174,7.741,21,6,23,2677,26,false
126133641,101.167962,16.6666666666667,56.0,19.174,7.741,21,6,23,2677,26,false
126151486,101.185807,16.6666666666667,56.0,19.174,7.741,21,6,23,2677,26,false
126167396,101.201717,16.6666666666667,56.0,19.174,7.741,21,6,23,2677,26,false
126184407,101.218728,16.6666666666667,56.0,19.174,7.741,21,6,23,2677,26,false
126200261,101.234582,16.6666666666667,56.0,19.174,7.741,21,6,23,2677,26,false
126217349,101.25167,16.6666666666667,56.0,19.174,7.741,21,6,23,2677,26,false
126238864,101.273185,16.6666666666667,56.0,19.174,7.741,21,6,23,2677,26,false
