t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building
280720428,255.754749,20.1052592592646,35.0,26.677,17.975,105,35,107,3340,23,true
280736488,255.770809,15.399,35.0,26.677,17.975,105,35,107,3341,23,true
280752166,255.786487,16.511,35.0,26.677,17.975,105,35,108,3341,23,true
280769984,255.804305,16.637,35.0,26.677,17.975,105,35,110,3338,23,true
280786765,255.821086,17.069,35.0,26.677,17.975,105,35,109,3338,23,true
280806490,255.840811,16.163,35.0,26.677,17.975,105,35,108,3340,23,true
280820405,255.854726,18.5185185185185,35.0,26.677,17.975,105,35,108,3340,23,true
280840126,255.874447,18.3333333333333,35.0,26.677,17.975,105,35,108,3340,23,true
280855604,255.889925,16.8111481481481,35.0,26.677,17.975,105,35,109,3340,23,true
280871627,255.905948,16.529,35.0,26.677,17.975,105,35,110,3340,23,true
280886335,255.920656,14.197,35.0,26.677,17.975,105,35,109,3339,23,true
280903083,255.937404,15.869,35.0,26.677,17.975,105,35,108,3340,23,true
280918446,255.952767,16.414,35.0,26.677,17.975,105,35,108,3339,23,true
280940189,255.97451,16.6666666666667,35.0,26.677,17.975,105,35,108,3339,23,true
280954696,255.989017,16.6666666666667,35.0,26.677,17.975,105,35,109,3339,23,true
280973877,256.008198,16.6666666666667,35.0,26.677,17.975,105,35,110,3408,23,true
280991594,256.025915,16.6666666666667,35.0,26.677,17.975,105,35,109,3408,23,true
281008743,256.043064,16.6666666666667,35.0,26.677,17.975,105,35,108,3408,23,true
281029491,256.063812,16.6666666666667,42.0,26.953,34.683,105,35,108,3409,23,true
281047778,256.082099,18.0555555555556,42.0,26.953,34.683,105,35,106,3394,23,true
281074351,256.108672,22.6474444444391,42.0,26.953,34.683,105,35,99,3352,23,true
281092584,256.126905,18.0555555555556,42.0,26.953,34.683,105,35,100,3354,23,true
281110921,256.145242,18.0555555555556,42.0,26.953,34.683,105,35,99,3358,23,true
281127959,256.16228,18.0555555555556,42.0,26.953,34.683,105,35,99,3349,23,true
281145276,256.179597,18.0555555555556,42.0,26.953,34.683,105,35,99,3342,23,true
281173119,256.20744,20.5211111111164,42.0,26.953,34.683,105,35,99,3334,23,true
281189282,256.223603,21.76,42.0,26.953,34.683,105,35,100,3334,23,true
281209094,256.243415,18.409,42.0,26.953,34.683,96,39,99,3331,23,false
281226395,256.260716,17.0876666666613,42.0,26.953,34.683,96,39,98,3329,23,false
281259101,256.293422,18.5185185185185,42.0,26.953,34.683,96,39,97,3328,23,false
281283231,256.317552,34.1288148148201,42.0,26.953,34.683,96,39,100,3329,23,false
281301944,256.336265,25.0,42.0,26.953,34.683,96,39,100,3321,23,false
281332670,256.366991,25.0,42.0,26.953,34.683,96,39,99,3321,23,false
281388565,256.422886,34.181,42.0,26.953,34.683,96,39,100,3321,23,false
281447358,256.481679,61.282,42.0,26.953,34.683,96,39,93,3298,23,false
281511155,256.545476,61.6533333333333,42.0,26.953,34.683,96,39,94,3371,23,false
281543389,256.57771,50.0,42.0,26.953,34.683,96,39,94,3368,23,false
281578187,256.612508,42.6703333333333,42.0,26.953,34.683,96,39,94,3358,23,false
281608099,256.64242,38.74,42.0,26.953,34.683,96,39,97,3351,23,false
281637389,256.67171,26.066,42.0,26.953,34.683,96,39,97,3344,23,false
281654029,256.68835,27.085,42.0,26.953,34.683,96,39,97,3342,23,false
281677068,256.711389,17.299,42.0,26.953,34.683,96,39,97,3335,23,false
281700116,256.734437,22.063,42.0,26.953,34.683,92,42,96,3320,23,false
281715553,256.749874,22.399,42.0,26.953,34.683,92,42,96,3319,23,false
281735316,256.769637,20.617,42.0,26.953,34.683,92,42,96,3322,23,false
281753463,256.787784,16.684,42.0,26.953,34.683,92,42,96,3320,23,false
281770201,256.804522,15.975,42.0,26.953,34.683,92,42,98,3331,23,false
281789068,256.823389,18.893,42.0,26.953,34.683,92,42,98,3330,23,false
281806740,256.841061,18.194,42.0,26.953,34.683,92,42,98,3330,23,false
281824490,256.858811,17.472,42.0,26.953,34.683,92,42,98,3330,23,false
281843820,256.878141,18.5185185185185,42.0,26.953,34.683,92,42,98,3329,23,false
281869204,256.903525,18.5185185185185,42.0,26.953,34.683,92,42,97,3331,23,false
281891419,256.92574,18.5185185185185,42.0,26.953,34.683,92,42,98,3330,23,false
281909402,256.943723,18.75,42.0,26.953,34.683,92,42,98,3326,23,false
281927741,256.962062,18.75,42.0,26.953,34.683,92,42,98,3324,23,false
281943578,256.977899,18.75,42.0,26.953,34.683,92,42,98,3319,23,false
281960264,256.994585,18.5185185185185,42.0,26.953,34.683,92,42,98,3314,23,false
281981614,257.015935,18.75,42.0,26.953,34.683,92,42,98,3382,23,false
282002458,257.036779,18.75,42.0,26.953,34.683,92,42,98,3380,23,false
282032340,257.066661,18.75,42.0,26.953,34.683,92,42,96,3373,23,false
282052780,257.087101,24.3852592592593,42.0,27.611,18.686,92,42,97,3358,23,false
282077679,257.112,21.095,42.0,27.611,18.686,92,42,97,3354,23,false
282108780,257.143101,29.039,42.0,27.611,18.686,92,42,96,3349,23,false
282137311,257.171632,27.263,42.0,27.611,18.686,92,42,97,3338,23,false
282157830,257.192151,28.22,42.0,27.611,18.686,92,42,97,3335,23,false
282191032,257.225353,25.0,42.0,27.611,18.686,92,42,96,3305,23,false
282239992,257.274313,37.427,42.0,27.611,18.686,93,38,97,3301,23,true
282280415,257.314736,43.532,42.0,27.611,18.686,93,38,94,3298,23,true
