t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building
151974059,122.623057,16.187,55.0,48.375,11.319,7,6,6,2234,23,false
151991488,122.640486,16.59,55.0,48.375,11.319,7,6,6,2234,23,false
152007036,122.656034,16.228,55.0,48.375,11.319,7,6,6,2234,23,false
152024749,122.673747,16.6666666666667,60.0,21.292,5.347,7,6,8,2239,23,false
152042960,122.691958,16.6666666666667,60.0,21.292,5.347,7,6,8,2239,23,false
152059755,122.708753,16.6666666666667,60.0,21.292,5.347,7,6,8,2239,23,false
152074048,122.723046,16.6666666666667,60.0,21.292,5.347,7,6,8,2237,23,false
152091623,122.740621,16.6666666666667,60.0,21.292,5.347,7,10,8,2238,23,true
152107122,122.75612,16.6666666666667,60.0,21.292,5.347,7,10,8,2238,23,true
152124468,122.773466,16.6666666666667,60.0,21.292,5.347,7,10,8,2237,23,true
152144903,122.793901,16.6666666666667,60.0,21.292,5.347,7,10,8,2306,23,true
152160312,122.80931,16.6666666666667,60.0,21.292,5.347,7,10,8,2306,23,true
152173957,122.822955,16.6666666666667,60.0,21.292,5.347,7,10,8,2305,23,true
152191133,122.840131,16.6666666666667,60.0,21.292,5.347,7,10,8,2305,23,true
152208160,122.857158,16.6666666666667,60.0,21.292,5.347,7,10,8,2302,23,true
152224602,122.8736,16.6666666666667,60.0,21.292,5.347,7,10,8,2302,23,true
152240785,122.889783,16.6666666666667,60.0,21.292,5.347,7,10,8,2301,23,true
152258015,122.907013,16.6666666666667,60.0,21.292,5.347,7,10,8,2301,23,true
152274441,122.923439,16.6666666666667,60.0,21.292,5.347,7,10,8,2301,23,true
152295526,122.944524,16.6666666666667,60.0,21.292,5.347,7,10,8,2293,23,true
152308036,122.957034,16.6666666666667,60.0,21.292,5.347,7,10,8,2293,23,true
152327797,122.976795,16.6666666666667,60.0,21.292,5.347,7,10,8,2293,23,true
152341895,122.990893,16.6666666666667,60.0,21.292,5.347,7,10,8,2293,23,true
152358017,123.007015,16.6666666666667,60.0,21.292,5.347,7,10,8,2293,23,true
152373984,123.022982,16.6666666666667,60.0,21.292,5.347,7,10,8,2293,23,true
152392782,123.04178,16.6666666666667,60.0,21.292,5.347,7,10,8,2254,23,true
152407036,123.056034,16.6666666666667,60.0,21.292,5.347,7,10,8,2253,23,true
152423515,123.072513,16.6666666666667,60.0,21.292,5.347,7,10,8,2253,23,true
152441486,123.090484,16.6666666666667,60.0,21.292,5.347,7,10,8,2249,23,true
152457762,123.10676,16.6666666666667,60.0,21.292,5.347,7,10,8,2249,23,true
152475753,123.124751,16.6666666666667,60.0,21.292,5.347,7,10,8,2248,23,true
152499898,123.148896,16.6666666666667,60.0,21.292,5.347,7,10,8,2248,23,true
152523202,123.1722,18.0555555555556,60.0,21.292,5.347,7,10,8,2248,23,true
152547359,123.196357,18.0555555555556,60.0,21.292,5.347,7,10,8,2248,23,true
152579389,123.228387,30.6838888888889,60.0,21.292,5.347,7,10,8,2248,23,true
152590324,123.239322,18.0555555555556,60.0,21.292,5.347,7,10,8,2248,23,true
152614204,123.263202,18.0555555555556,60.0,21.292,5.347,7,7,8,2248,23,false
152644753,123.293751,30.5528888888889,60.0,21.292,5.347,7,7,8,2248,23,false
152670829,123.319827,33.332,60.0,21.292,5.347,7,7,8,2248,23,false
152681431,123.330429,25.0,60.0,21.292,5.347,7,7,8,2248,23,false
152695157,123.344155,24.9986666666667,60.0,21.292,5.347,7,7,10,2254,23,false
152707644,123.356642,16.666,60.0,21.292,5.347,7,7,10,2254,23,false
152724725,123.373723,16.666,60.0,21.292,5.347,7,7,10,2253,23,false
152742070,123.391068,16.666,60.0,21.292,5.347,7,7,10,2253,23,false
152758374,123.407372,16.666,60.0,21.292,5.347,7,7,10,2252,23,false
152775227,123.424225,16.666,60.0,21.292,5.347,7,7,10,2252,23,false
152792269,123.441267,16.666,60.0,21.292,5.347,7,7,10,2250,23,false
152807355,123.456353,16.666,60.0,21.292,5.347,7,7,10,2250,23,false
152824265,123.473263,16.666,60.0,21.292,5.347,7,7,10,2250,23,false
152841571,123.490569,16.666,60.0,21.292,5.347,7,7,10,2250,23,false
152858278,123.507276,16.666,60.0,21.292,5.347,7,7,10,2191,23,false
152874257,123.523255,16.666,60.0,21.292,5.347,7,7,10,2191,23,false
152891612,123.54061,16.666,60.0,21.292,5.347,7,7,10,2191,23,false
152908949,123.557947,16.666,60.0,21.292,5.347,7,7,10,2191,23,false
152926528,123.575526,16.666,60.0,21.292,5.347,7,7,10,2191,23,false
152944313,123.593311,16.666,60.0,21.292,5.347,7,7,10,2190,23,false
152959712,123.60871,16.666,60.0,21.292,5.347,7,7,10,2190,23,false
152974398,123.623396,16.666,60.0,21.292,5.347,7,7,10,2190,23,false
152990102,123.6391,16.666,60.0,21.292,5.347,7,7,10,2190,23,false
153006820,123.655818,16.666,60.0,21.292,5.347,7,7,10,2189,23,false
153024315,123.673313,16.666,57.0,19.092,7.083,7,7,10,2189,23,false
153041696,123.690694,16.666,57.0,19.092,7.083,7,7,10,2189,23,false
153061283,123.710281,16.666,57.0,19.092,7.083,7,7,10,2189,23,false
153077380,123.726378,16.666,57.0,19.092,7.083,7,7,10,2189,23,false
153096522,123.74552,16.666,57.0,19.092,7.083,9,6,10,2189,23,false
153113176,123.762174,16.666,57.0,19.092,7.083,9,6,10,2189,23,false
153126024,123.775022,16.666,57.0,19.092,7.083,9,6,10,2189,23,false
153142508,123.791506,16.666,57.0,19.092,7.083,9,6,10,2189,23,false
153158492,123.80749,16.666,57.0,19.092,7.083,9,6,10,2189,23,false
