t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building,sim_full,sim_mid,sim_far,sim_protected,sim_physics_enabled,sim_pressure,sim_spatial_demotions,tier_changes_total,tier_reversals_total,world_materialized,world_data_only
473213278,447.493862,29.1666666666667,35.0,18.041,16.387,149,5,120,3514,27,false,59,88,2,35,147,1,0,4088,2401,149,77
473247279,447.527863,29.1666666666667,35.0,18.041,16.387,149,5,121,3515,27,false,59,88,2,35,147,1,0,4088,2401,149,77
473273469,447.554053,29.6296296296296,35.0,18.041,16.387,149,5,118,3506,27,false,59,88,2,35,147,1,0,4088,2401,149,77
473294322,447.574906,29.6296296296296,35.0,18.041,16.387,149,9,118,3506,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473326308,447.606892,29.1666666666667,35.0,18.041,16.387,149,9,118,3505,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473358528,447.639112,29.1666666666667,35.0,18.041,16.387,149,9,119,3506,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473390953,447.671537,29.1666666666667,35.0,18.041,16.387,149,9,118,3506,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473410708,447.691292,29.6296296296296,35.0,18.041,16.387,149,9,118,3506,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473440029,447.720613,28.2568148148401,35.0,18.041,16.387,149,9,118,3503,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473472180,447.752764,29.117,35.0,18.041,16.387,149,9,117,3504,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473499917,447.780501,29.157,35.0,18.041,16.387,149,9,118,3507,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473525237,447.805821,29.1666666666667,35.0,18.041,16.387,149,9,116,3501,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473555558,447.836142,24.8183333333333,35.0,18.041,16.387,149,9,117,3502,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473592692,447.873276,29.1666666666667,35.0,18.041,16.387,149,9,114,3499,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473619450,447.900034,32.632333333308,35.0,18.041,16.387,149,9,117,3500,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473642203,447.922787,29.1666666666667,35.0,18.041,16.387,149,9,115,3496,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473677438,447.958022,26.2573333333586,35.0,18.041,16.387,149,9,116,3496,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473709580,447.990164,29.6296296296296,35.0,18.041,16.387,149,9,120,3500,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473738634,448.019218,31.6130370370118,35.0,18.041,16.387,149,9,117,3500,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473761149,448.041733,29.6296296296296,35.0,18.041,16.387,149,9,120,3500,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473798453,448.079037,29.1666666666667,35.0,18.041,16.387,149,9,116,3502,27,false,59,88,2,35,147,1,0,4102,2410,149,77
473831770,448.112354,29.6296296296296,35.0,18.041,16.387,149,10,117,3502,27,false,59,89,1,35,148,1,0,4129,2428,149,77
473863054,448.143638,29.6296296296296,35.0,18.041,16.387,149,10,123,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
473896601,448.177185,31.9444444444444,35.0,18.041,16.387,149,10,116,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
473915545,448.196129,29.6296296296296,35.0,18.041,16.387,149,10,123,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
473948054,448.228638,29.1666666666667,35.0,18.041,16.387,149,10,117,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
473974302,448.254886,29.1666666666667,35.0,18.041,16.387,149,10,116,3504,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474004531,448.285115,29.1666666666667,35.0,18.041,16.387,149,10,123,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474026554,448.307138,29.1666666666667,35.0,18.041,16.387,149,10,114,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474056755,448.337339,29.0800370370623,34.0,13.512,15.245,149,10,125,3504,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474083235,448.363819,27.425,34.0,13.512,15.245,149,10,117,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474108177,448.388761,29.1666666666667,34.0,13.512,15.245,149,10,122,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474135831,448.416415,22.3793333333333,34.0,13.512,15.245,149,10,117,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474164427,448.445011,29.1666666666667,34.0,13.512,15.245,149,10,116,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474183009,448.463593,28.2363333333333,34.0,13.512,15.245,149,10,119,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474218345,448.498929,24.699,34.0,13.512,15.245,149,10,114,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474242469,448.523053,27.7777777777778,34.0,13.512,15.245,149,10,116,3504,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474272741,448.553325,27.7777777777778,34.0,13.512,15.245,149,10,114,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474298900,448.579484,26.2224444444444,34.0,13.512,15.245,149,10,123,3503,27,false,59,89,1,35,148,1,0,4129,2428,149,77
474325107,448.605691,27.2727272727273,34.0,13.512,15.245,149,5,114,3502,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474355450,448.636034,27.2727272727273,34.0,13.512,15.245,149,5,123,3501,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474383285,448.663869,27.2727272727273,34.0,13.512,15.245,149,5,117,3501,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474403373,448.683957,27.2727272727273,34.0,13.512,15.245,149,5,122,3501,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474438871,448.719455,27.2727272727273,34.0,13.512,15.245,149,5,117,3504,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474468701,448.749285,28.7423636363383,34.0,13.512,15.245,149,5,115,3503,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474494919,448.775503,27.2727272727273,34.0,13.512,15.245,149,5,118,3503,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474522962,448.803546,27.2727272727273,34.0,13.512,15.245,149,5,116,3501,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474550085,448.830669,27.2727272727273,34.0,13.512,15.245,149,5,118,3501,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474578911,448.859495,27.2727272727273,34.0,13.512,15.245,149,5,113,3502,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474611582,448.892166,27.7777777777778,34.0,13.512,15.245,149,5,122,3502,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474628882,448.909466,27.7777777777778,34.0,13.512,15.245,149,5,114,3504,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474663300,448.943884,27.2727272727273,34.0,13.512,15.245,149,5,122,3506,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474700639,448.981223,27.7777777777778,34.0,13.512,15.245,149,5,115,3508,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474735582,449.016166,32.7233636363889,34.0,13.512,15.245,149,5,115,3507,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474767794,449.048378,31.017,34.0,13.512,15.245,149,5,122,3509,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474802218,449.082802,36.423,34.0,13.512,15.245,149,5,113,3497,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474833808,449.114392,31.369,34.0,13.512,15.245,149,5,114,3497,27,false,59,88,2,35,147,1,0,4144,2435,149,77
474856819,449.137403,30.952380952381,34.0,13.512,15.245,147,9,113,3487,27,false,59,87,3,35,146,1,0,4161,2441,147,77
474892154,449.172738,30.952380952381,34.0,13.512,15.245,147,9,113,3488,27,false,59,87,3,35,146,1,0,4161,2441,147,77
474925134,449.205718,30.952380952381,34.0,13.512,15.245,147,9,121,3489,27,false,59,87,3,35,146,1,0,4161,2441,147,77
474956792,449.237376,33.1738571428571,34.0,13.512,15.245,147,9,108,3471,27,false,59,87,3,35,146,1,0,4161,2441,147,77
474991859,449.272443,30.5555555555556,34.0,13.512,15.245,147,9,109,3473,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475022390,449.302974,35.1704444444444,34.0,13.512,15.245,147,9,120,3471,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475050543,449.331127,30.952380952381,34.0,16.07,15.553,147,9,107,3470,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475068193,449.348777,26.0612857142604,34.0,16.07,15.553,147,9,119,3467,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475101336,449.38192,30.5555555555556,34.0,16.07,15.553,147,9,109,3478,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475134695,449.415279,30.5555555555556,34.0,16.07,15.553,147,9,116,3481,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475165974,449.446558,30.952380952381,34.0,16.07,15.553,147,9,119,3481,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475195328,449.475912,30.5555555555556,34.0,16.07,15.553,147,9,110,3479,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475224421,449.505005,30.5555555555556,34.0,16.07,15.553,147,9,117,3477,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475243041,449.523625,30.1587301587302,34.0,16.07,15.553,147,9,112,3476,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475274283,449.554867,26.475666666692,34.0,16.07,15.553,147,9,114,3476,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475301258,449.581842,27.936,34.0,16.07,15.553,147,9,119,3477,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475338210,449.618794,30.464,34.0,16.07,15.553,147,9,113,3476,27,false,59,87,3,35,146,1,0,4161,2441,147,77
475366160,449.646744,31.7909999999747,34.0,16.07,15.553,146,12,114,3477,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475404170,449.684754,33.3333333333333,34.0,16.07,15.553,146,12,119,3477,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475426416,449.707,30.5555555555556,34.0,16.07,15.553,146,12,115,3476,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475455801,449.736385,25.8221111111364,34.0,16.07,15.553,146,12,120,3477,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475483266,449.76385,30.5555555555556,34.0,16.07,15.553,146,12,111,3477,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475506381,449.786965,29.0274444444444,34.0,16.07,15.553,146,12,119,3478,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475542114,449.822698,24.078,34.0,16.07,15.553,146,12,111,3478,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475566689,449.847273,29.1666666666667,34.0,16.07,15.553,146,12,113,3478,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475599178,449.879762,30.7946666666413,34.0,16.07,15.553,146,12,119,3478,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475621515,449.902099,29.1666666666667,34.0,16.07,15.553,146,12,114,3478,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475652513,449.933097,26.2520000000253,34.0,16.07,15.553,146,12,118,3480,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475681302,449.961886,29.008,34.0,16.07,15.553,146,12,113,3479,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475705441,449.986025,28.5714285714286,34.0,16.07,15.553,146,12,119,3479,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475734074,450.014658,24.2455714285714,34.0,16.07,15.553,146,12,114,3478,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475769754,450.050338,29.4229999999747,34.0,16.07,15.553,146,12,112,3477,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475803058,450.083642,33.3333333333333,34.0,16.07,15.553,146,12,119,3477,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475827273,450.107857,28.7878787878788,34.0,16.07,15.553,146,12,113,3478,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475860735,450.141319,28.5714285714286,34.0,16.07,15.553,146,12,119,3478,27,false,56,88,2,32,144,1,0,4188,2460,146,77
475889949,450.170533,28.5714285714286,34.0,16.07,15.553,146,5,114,3477,27,false,56,88,2,32,144,1,0,4204,2471,146,77
475911174,450.191758,28.7715974026227,34.0,16.07,15.553,146,5,118,3475,27,false,56,88,2,32,144,1,0,4204,2471,146,77
475945153,450.225737,28.5714285714286,34.0,16.07,15.553,146,5,116,3474,27,false,56,88,2,32,144,1,0,4204,2471,146,77
475976457,450.257041,28.5714285714286,34.0,16.07,15.553,146,5,114,3475,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476008186,450.28877,28.7878787878788,34.0,16.07,15.553,146,5,119,3475,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476027446,450.30803,28.7878787878788,34.0,16.07,15.553,146,5,113,3464,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476060224,450.340808,28.5714285714286,35.0,15.612,15.813,146,5,117,3465,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476085717,450.366301,28.5714285714286,35.0,15.612,15.813,146,5,110,3466,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476109942,450.390526,28.5714285714286,35.0,15.612,15.813,146,5,116,3465,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476136684,450.417268,23.9704329004329,35.0,15.612,15.813,146,5,111,3466,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476166648,450.447232,28.5714285714286,35.0,15.612,15.813,146,5,114,3469,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476194293,450.474877,28.3333333333333,35.0,15.612,15.813,146,5,108,3468,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476225372,450.505956,28.3333333333333,35.0,15.612,15.813,146,5,113,3469,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476254159,450.534743,28.3333333333333,35.0,15.612,15.813,146,5,116,3465,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476288884,450.569468,30.6562380952128,35.0,15.612,15.813,146,5,111,3461,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476308243,450.588827,28.3333333333333,35.0,15.612,15.813,146,5,116,3460,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476339434,450.620018,28.3333333333333,35.0,15.612,15.813,146,5,111,3461,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476365774,450.646358,28.018666666692,35.0,15.612,15.813,146,5,112,3462,27,false,56,88,2,32,144,1,0,4204,2471,146,77
476389751,450.670335,28.3333333333333,35.0,15.612,15.813,144,11,109,3461,27,false,54,86,4,30,140,1,0,4224,2485,144,77
476424223,450.704807,26.8776666666667,35.0,15.612,15.813,144,11,115,3464,27,false,54,86,4,30,140,1,0,4224,2485,144,77
476451228,450.731812,28.3333333333333,35.0,15.612,15.813,144,11,114,3461,27,false,54,86,4,30,140,1,0,4224,2485,144,77
