t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building,sim_full,sim_mid,sim_far,sim_protected,sim_physics_enabled,sim_pressure,sim_spatial_demotions,tier_changes_total,tier_reversals_total,world_materialized,world_data_only
306073121,273.892702,23.75,40.0,25.181,13.388,97,38,66,3336,26,false,35,27,36,11,62,1,17,790,231,97,83
306092185,273.911766,28.0713333333424,40.0,25.181,13.388,97,38,62,3332,26,false,35,27,36,11,62,1,17,790,231,97,83
306114413,273.933994,21.9286666666576,40.0,25.181,13.388,97,38,58,3325,26,false,35,27,36,11,62,1,17,790,231,97,83
306145732,273.965313,23.3333333333333,40.0,25.181,13.388,97,38,59,3325,26,false,35,27,36,11,62,1,17,790,231,97,83
306178402,273.997983,27.3780000000091,40.0,25.181,13.388,97,38,68,3326,26,false,35,27,36,11,62,1,17,790,231,97,83
306210094,274.029675,33.36,40.0,25.181,13.388,97,38,59,3324,26,false,35,27,36,11,62,1,17,790,231,97,83
306228671,274.048252,30.569,40.0,25.181,13.388,97,38,60,3313,26,false,35,27,36,11,62,1,17,790,231,97,83
306254458,274.074039,27.7777777777778,40.0,25.181,13.388,97,38,57,3309,26,false,35,27,36,11,62,1,17,790,231,97,83
306279829,274.09941,27.7777777777778,40.0,25.181,13.388,97,38,68,3307,26,false,35,27,36,11,62,1,17,790,231,97,83
306311216,274.130797,28.5714285714286,40.0,25.181,13.388,95,36,63,3375,26,true,33,26,36,9,59,1,18,791,231,95,82
306346886,274.166467,27.7777777777778,40.0,25.181,13.388,95,36,59,3371,26,true,33,26,36,9,59,1,18,791,231,95,82
306378573,274.198154,28.3333333333333,40.0,25.181,13.388,95,36,57,3361,26,true,33,26,36,9,59,1,18,791,231,95,82
306407161,274.226742,29.0669047619048,40.0,25.181,13.388,95,36,66,3356,26,true,33,26,36,9,59,1,18,791,231,95,82
306433074,274.252655,31.366,40.0,25.181,13.388,95,36,65,3353,26,true,33,26,36,9,59,1,18,791,231,95,82
306459423,274.279004,28.5714285714286,40.0,25.181,13.388,95,36,59,3341,26,true,33,26,36,9,59,1,18,791,231,95,82
306487372,274.306953,28.5714285714286,40.0,25.181,13.388,95,36,59,3339,26,true,33,26,36,9,59,1,18,791,231,95,82
306508990,274.328571,27.5458095238004,40.0,25.181,13.388,95,36,64,3339,26,true,33,26,36,9,59,1,18,791,231,95,82
306532277,274.351858,28.3333333333333,40.0,25.181,13.388,95,36,67,3321,26,true,33,26,36,9,59,1,18,791,231,95,82
306554876,274.374457,25.0316666666758,40.0,25.181,13.388,95,36,62,3323,26,true,33,26,36,9,59,1,18,791,231,95,82
306577315,274.396896,25.609,40.0,25.181,13.388,95,36,64,3329,26,true,33,26,36,9,59,1,18,791,231,95,82
306601672,274.421253,20.662,40.0,25.181,13.388,95,36,59,3328,26,true,33,26,36,9,59,1,18,791,231,95,82
306629887,274.449468,24.499,40.0,25.181,13.388,95,36,70,3327,26,true,33,26,36,9,59,1,18,791,231,95,82
306649438,274.469019,25.0,40.0,25.181,13.388,95,36,66,3339,26,true,33,26,36,9,59,1,18,791,231,95,82
306687144,274.506725,25.0,40.0,25.181,13.388,95,36,64,3341,26,true,33,26,36,9,59,1,18,791,231,95,82
306706124,274.525705,25.0,40.0,25.181,13.388,95,36,61,3340,26,true,33,26,36,9,59,1,18,791,231,95,82
306742213,274.561794,25.0,40.0,25.181,13.388,95,36,67,3405,26,true,33,26,36,9,59,1,18,791,231,95,82
306779344,274.598925,26.3273333333333,40.0,25.181,13.388,95,36,71,3416,26,true,33,26,36,9,59,1,18,791,231,95,82
306817104,274.636685,35.034,40.0,25.181,13.388,95,36,63,3406,26,true,33,26,36,9,59,1,18,791,231,95,82
306846763,274.666344,37.01,40.0,25.181,13.388,101,38,62,3390,26,true,33,33,36,9,66,1,12,800,237,101,82
306877262,274.696843,31.772,40.0,25.181,13.388,101,38,73,3385,26,true,33,33,36,9,66,1,12,800,237,101,82
306904640,274.724221,31.946,40.0,25.181,13.388,101,38,62,3382,26,true,33,33,36,9,66,1,12,800,237,101,82
306928745,274.748326,30.4423333333242,40.0,25.181,13.388,101,38,66,3388,26,true,33,33,36,9,66,1,12,800,237,101,82
306960433,274.780014,30.5555555555556,40.0,25.181,13.388,101,38,61,3385,26,true,33,33,36,9,66,1,12,800,237,101,82
306989975,274.809556,30.5555555555556,40.0,25.181,13.388,101,38,72,3374,26,true,33,33,36,9,66,1,12,800,237,101,82
307026228,274.845809,30.5555555555556,40.0,25.181,13.388,101,38,68,3359,26,true,33,33,36,9,66,1,12,800,237,101,82
307057840,274.877421,30.5555555555556,40.0,25.181,13.388,101,38,61,3304,26,true,33,33,36,9,66,1,12,800,237,101,82
307086902,274.906483,30.952380952381,36.0,18.865,15.581,101,38,66,3305,26,true,33,33,36,9,66,1,12,800,237,101,82
307119294,274.938875,30.952380952381,36.0,18.865,15.581,101,38,69,3304,26,true,33,33,36,9,66,1,12,800,237,101,82
307139370,274.958951,30.952380952381,36.0,18.865,15.581,101,38,63,3298,26,true,33,33,36,9,66,1,12,800,237,101,82
307167603,274.987184,30.5555555555556,36.0,18.865,15.581,101,38,64,3296,26,true,33,33,36,9,66,1,12,800,237,101,82
307201923,275.021504,30.4984126984218,36.0,18.865,15.581,101,38,64,3300,26,true,33,33,36,9,66,1,12,800,237,101,82
307233121,275.052702,30.5555555555556,36.0,18.865,15.581,101,38,69,3293,26,true,33,33,36,9,66,1,12,800,237,101,82
307258774,275.078355,30.5555555555556,36.0,18.865,15.581,101,38,66,3292,26,true,33,33,36,9,66,1,12,800,237,101,82
307294908,275.114489,30.5555555555556,36.0,18.865,15.581,101,38,58,3339,26,true,33,33,36,9,66,1,12,800,237,101,82
307314015,275.133596,30.5555555555556,36.0,18.865,15.581,101,38,66,3336,26,true,33,33,36,9,66,1,12,800,237,101,82
307340225,275.159806,20.5997777777778,36.0,18.865,15.581,99,45,64,3331,26,false,33,33,36,9,66,1,12,802,238,99,85
307359418,275.178999,27.356,36.0,18.865,15.581,99,45,65,3336,26,false,33,33,36,9,66,1,12,802,238,99,85
307381812,275.201393,18.879,36.0,18.865,15.581,99,45,61,3331,26,false,33,33,36,9,66,1,12,802,238,99,85
307408471,275.228052,22.236,36.0,18.865,15.581,99,45,62,3333,26,false,33,33,36,9,66,1,12,802,238,99,85
307429258,275.248839,25.0,36.0,18.865,15.581,99,45,66,3326,26,false,33,33,36,9,66,1,12,802,238,99,85
307463133,275.282714,22.736,36.0,18.865,15.581,99,45,70,3322,26,false,33,33,36,9,66,1,12,802,238,99,85
307481475,275.301056,25.0,36.0,18.865,15.581,99,45,64,3321,26,false,33,33,36,9,66,1,12,802,238,99,85
307510244,275.329825,25.0,36.0,18.865,15.581,99,45,65,3324,26,false,33,33,36,9,66,1,12,802,238,99,85
307526169,275.34575,25.0,36.0,18.865,15.581,99,45,62,3324,26,false,33,33,36,9,66,1,12,802,238,99,85
307554504,275.374085,23.784,36.0,18.865,15.581,99,45,73,3323,26,false,33,33,36,9,66,1,12,802,238,99,85
307570732,275.390313,24.2424242424242,36.0,18.865,15.581,99,45,68,3323,26,false,33,33,36,9,66,1,12,802,238,99,85
307588557,275.408138,18.5345757575758,36.0,18.865,15.581,99,45,62,3323,26,false,33,33,36,9,66,1,12,802,238,99,85
307608313,275.427894,18.538,36.0,18.865,15.581,99,45,65,3323,26,false,33,33,36,9,66,1,12,802,238,99,85
307624399,275.44398,18.178,36.0,18.865,15.581,99,45,63,3321,26,false,33,33,36,9,66,1,12,802,238,99,85
307643968,275.463549,17.047,36.0,18.865,15.581,99,45,60,3320,26,false,33,33,36,9,66,1,12,802,238,99,85
307664649,275.48423,17.623,36.0,18.865,15.581,99,45,68,3320,26,false,33,33,36,9,66,1,12,802,238,99,85
307697560,275.517141,19.047619047619,36.0,18.865,15.581,99,45,66,3321,26,false,33,33,36,9,66,1,12,802,238,99,85
307720247,275.539828,20.2737142857143,36.0,18.865,15.581,99,45,66,3321,26,false,33,33,36,9,66,1,12,802,238,99,85
307738225,275.557806,22.036,36.0,18.865,15.581,99,45,63,3321,26,false,33,33,36,9,66,1,12,802,238,99,85
