t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building
361441956,332.090954,26.9982222222159,32.0,34.421,22.552,96,30,99,3346,21,false
361464523,332.113521,27.7777777777778,32.0,34.421,22.552,96,30,99,3339,21,false
361493404,332.142402,27.7777777777778,32.0,34.421,22.552,96,30,99,3336,21,false
361512273,332.161271,27.6911111111175,32.0,34.421,22.552,96,30,99,3335,21,false
361539435,332.188433,18.911,32.0,34.421,22.552,96,30,99,3333,21,false
361562849,332.211847,27.0833333333333,32.0,34.421,22.552,96,30,99,3402,21,false
361592462,332.24146,22.5166666666667,32.0,34.421,22.552,96,30,99,3400,21,false
361612032,332.26103,26.6666666666667,32.0,34.421,22.552,96,30,99,3400,21,false
361638891,332.287889,22.5573333333333,32.0,34.421,22.552,96,30,99,3398,21,false
361655836,332.304834,24.608,32.0,34.421,22.552,96,30,99,3398,21,false
361678055,332.327053,22.902,32.0,34.421,22.552,96,30,99,3397,21,false
361696499,332.345497,16.457,32.0,34.421,22.552,96,30,99,3392,21,false
361723325,332.372323,19.846,32.0,34.421,22.552,96,30,98,3379,21,false
361756332,332.40533,22.2222222222222,32.0,34.421,22.552,96,30,98,3380,21,false
361816732,332.46573,37.1211111111111,32.0,34.421,22.552,97,30,98,3382,21,false
361902567,332.551565,65.2013333333333,32.0,34.421,22.552,97,30,96,3339,21,false
361951043,332.600041,73.9939999999936,32.0,34.421,22.552,97,30,97,3329,21,false
361992581,332.641579,50.4060000000064,32.0,34.421,22.552,97,30,97,3325,21,false
362019821,332.668819,38.878,32.0,34.421,22.552,97,30,97,3322,21,false
362043342,332.69234,27.41,35.0,27.541,17.934,97,30,97,3319,21,false
362079368,332.728366,24.76,35.0,27.541,17.934,97,30,96,3320,21,false
362162451,332.811449,42.2646666666667,35.0,27.541,17.934,97,30,97,3318,21,false
362249250,332.898248,96.3423333333333,35.0,27.541,17.934,97,30,98,3320,21,false
362310388,332.959386,71.11,35.0,27.541,17.934,97,30,95,3368,21,false
362363791,333.012789,65.4956666666603,35.0,27.541,17.934,95,29,96,3350,21,true
362394726,333.043724,52.8686666666731,35.0,27.541,17.934,95,29,96,3352,21,true
362413249,333.062247,21.9466666666667,35.0,27.541,17.934,95,29,96,3342,21,true
362428463,333.077461,16.407,35.0,27.541,17.934,95,29,96,3342,21,true
362444951,333.093949,16.273,35.0,27.541,17.934,95,29,96,3343,21,true
362472700,333.121698,18.055,35.0,27.541,17.934,95,29,97,3349,21,true
362519605,333.168603,24.4496666666603,35.0,27.541,17.934,95,29,97,3346,21,true
362561834,333.210832,49.4480000000064,35.0,27.541,17.934,95,29,97,3343,21,true
362598932,333.24793,33.947,35.0,27.541,17.934,95,29,97,3338,21,true
362625100,333.274098,38.414,35.0,27.541,17.934,95,29,97,3338,21,true
