t_usec,elapsed_sec,frame_ms,fps,process_ms,physics_ms,enemies,projectiles,physics_objects,nodes,chunks,flow_building,sim_full,sim_mid,sim_far,sim_protected,sim_physics_enabled,sim_pressure,sim_spatial_demotions,tier_changes_total,tier_reversals_total,world_materialized,world_data_only
243912939,226.259373,28.5714285714286,36.0,15.797,17.487,173,87,112,3506,22,false,25,108,40,7,133,1,6,2020,752,173,187
243944100,226.290534,28.3333333333333,36.0,15.797,17.487,173,87,99,3505,22,false,25,108,40,7,133,1,6,2020,752,173,187
243972396,226.31883,28.3333333333333,36.0,15.797,17.487,173,87,116,3506,22,false,25,108,40,7,133,1,6,2020,752,173,187
243996553,226.342987,28.3333333333333,36.0,15.797,17.487,173,87,101,3505,22,false,25,108,40,7,133,1,6,2020,752,173,187
244024120,226.370554,28.3333333333333,36.0,15.797,17.487,173,87,114,3506,22,false,25,108,40,7,133,1,6,2020,752,173,187
244052707,226.399141,28.3333333333333,35.0,13.933,18.234,173,87,110,3505,22,false,25,108,40,7,133,1,6,2020,752,173,187
244073365,226.419799,28.3333333333333,35.0,13.933,18.234,173,87,117,3507,22,false,25,108,40,7,133,1,6,2020,752,173,187
244103637,226.450071,23.1695714285801,35.0,13.933,18.234,173,87,112,3507,22,false,25,108,40,7,133,1,6,2020,752,173,187
244130280,226.476714,28.3333333333333,35.0,13.933,18.234,173,87,101,3508,22,false,25,108,40,7,133,1,6,2020,752,173,187
244157530,226.503964,27.7777777777778,35.0,13.933,18.234,173,87,109,3507,22,false,25,108,40,7,133,1,6,2020,752,173,187
244189311,226.535745,26.6778888888889,35.0,13.933,18.234,173,87,104,3507,22,false,25,108,40,7,133,1,6,2020,752,173,187
244223007,226.569441,28.8033333333247,35.0,13.933,18.234,173,87,114,3506,22,false,25,108,40,7,133,1,6,2020,752,173,187
244244029,226.590463,28.074333333342,35.0,13.933,18.234,173,87,104,3506,22,false,25,108,40,7,133,1,6,2020,752,173,187
244276287,226.622721,27.7777777777778,35.0,13.933,18.234,173,87,111,3509,22,false,25,108,40,7,133,1,6,2020,752,173,187
244309232,226.655666,27.7777777777778,35.0,13.933,18.234,173,87,115,3511,22,false,25,108,40,7,133,1,6,2020,752,173,187
244353034,226.699468,33.0367777777692,35.0,13.933,18.234,173,87,101,3511,22,false,25,108,40,7,133,1,6,2020,752,173,187
244383772,226.730206,35.771333333342,35.0,13.933,18.234,173,87,114,3508,22,false,25,108,40,7,133,1,6,2020,752,173,187
244403164,226.749598,29.1666666666667,35.0,13.933,18.234,173,87,98,3509,22,false,25,108,40,7,133,1,6,2020,752,173,187
244439792,226.786226,29.1666666666667,35.0,13.933,18.234,173,87,117,3510,22,false,25,108,40,7,133,1,6,2020,752,173,187
244469468,226.815902,29.1666666666667,35.0,13.933,18.234,173,87,112,3511,22,false,25,108,40,7,133,1,6,2020,752,173,187
244497000,226.843434,29.1666666666667,35.0,13.933,18.234,173,87,101,3510,22,false,25,108,40,7,133,1,6,2020,752,173,187
244518171,226.864605,29.1666666666667,35.0,13.933,18.234,173,87,109,3509,22,false,25,108,40,7,133,1,6,2020,752,173,187
244549526,226.89596,29.1666666666667,35.0,13.933,18.234,173,87,104,3508,22,false,25,108,40,7,133,1,6,2020,752,173,187
244579631,226.926065,29.1666666666667,35.0,13.933,18.234,173,87,114,3507,22,false,25,108,40,7,133,1,6,2020,752,173,187
244607101,226.953535,29.1666666666667,35.0,13.933,18.234,173,87,112,3508,22,false,25,108,40,7,133,1,6,2020,752,173,187
244626524,226.972958,29.1666666666667,35.0,13.933,18.234,173,87,111,3507,22,false,25,108,40,7,133,1,6,2020,752,173,187
244661420,227.007854,25.2186666666667,35.0,13.933,18.234,173,87,115,3515,22,false,25,108,40,7,133,1,6,2020,752,173,187
244690292,227.036726,29.1666666666667,35.0,13.933,18.234,173,87,101,3517,22,false,25,108,40,7,133,1,6,2020,752,173,187
244717551,227.063985,30.676666666658,35.0,13.933,18.234,173,87,114,3518,22,false,25,108,40,7,133,1,6,2020,752,173,187
244744122,227.090556,29.1666666666667,35.0,13.933,18.234,173,87,98,3511,22,false,25,108,40,7,133,1,6,2020,752,173,187
244772001,227.118435,27.9620000000086,35.0,13.933,18.234,173,87,117,3509,22,false,25,108,40,7,133,1,6,2020,752,173,187
244801254,227.147688,29.1666666666667,35.0,13.933,18.234,173,87,112,3510,22,false,25,108,40,7,133,1,6,2020,752,173,187
244841710,227.188144,30.3713333333247,35.0,13.933,18.234,173,87,101,3558,22,false,25,108,40,7,133,1,6,2020,752,173,187
244882614,227.229048,33.3333333333333,35.0,13.933,18.234,173,87,112,3584,22,false,25,108,40,7,133,1,6,2020,752,173,187
244924344,227.270778,44.6730000000086,35.0,13.933,18.234,173,87,114,3645,22,false,25,108,40,7,133,1,6,2020,752,173,187
244960316,227.30675,31.266,35.0,13.933,18.234,173,88,104,3645,25,true,25,108,40,7,133,1,6,2020,752,173,187
244998269,227.344703,32.587,35.0,13.933,18.234,173,88,111,3645,25,true,25,108,40,7,133,1,6,2020,752,173,187
245033353,227.379787,40.741,35.0,13.933,18.234,173,88,115,3647,25,true,25,108,40,7,133,1,6,2020,752,173,187
245066139,227.412573,32.337,33.0,23.409,16.454,173,88,101,3645,25,true,25,108,40,7,133,1,6,2020,752,173,187
245102701,227.449135,31.942,33.0,23.409,16.454,173,88,114,3645,25,true,25,108,40,7,133,1,6,2020,752,173,187
245138828,227.485262,37.603,33.0,23.409,16.454,173,88,117,3646,25,true,25,108,40,7,133,1,6,2020,752,173,187
245166969,227.513403,35.121,33.0,23.409,16.454,173,88,112,3647,25,true,25,108,40,7,133,1,6,2020,752,173,187
245198859,227.545293,34.7222222222222,33.0,23.409,16.454,173,88,101,3645,25,true,25,108,40,7,133,1,6,2020,752,173,187
245229352,227.575786,34.3301111111111,33.0,23.409,16.454,173,88,112,3646,25,true,25,108,40,7,133,1,6,2020,752,173,187
245260428,227.606862,33.3333333333333,33.0,23.409,16.454,173,88,114,3646,25,true,25,108,40,7,133,1,6,2020,752,173,187
245293006,227.63944,33.3333333333333,33.0,23.409,16.454,173,88,104,3646,25,true,25,108,40,7,133,1,6,2020,752,173,187
245318585,227.665019,33.3333333333333,33.0,23.409,16.454,173,88,111,3643,25,true,25,108,40,7,133,1,6,2020,752,173,187
245358574,227.705008,30.9113333333333,33.0,23.409,16.454,173,88,115,3643,25,true,25,108,40,7,133,1,6,2020,752,173,187
245394860,227.741294,33.3333333333333,33.0,23.409,16.454,173,88,101,3643,25,true,25,108,40,7,133,1,6,2020,752,173,187
245427997,227.774431,33.3333333333333,33.0,23.409,16.454,173,88,114,3642,25,true,25,108,40,7,133,1,6,2020,752,173,187
245466223,227.812657,34.579,33.0,23.409,16.454,173,84,110,3641,25,true,25,108,40,7,133,1,6,2020,752,173,187
245498070,227.844504,34.7222222222222,33.0,23.409,16.454,173,84,103,3642,25,true,25,108,40,7,133,1,6,2020,752,173,187
245530308,227.876742,33.5647777777778,33.0,23.409,16.454,173,84,117,3643,25,true,25,108,40,7,133,1,6,2020,752,173,187
245558666,227.9051,33.3333333333333,33.0,23.409,16.454,173,84,109,3643,25,true,25,108,40,7,133,1,6,2020,752,173,187
245587312,227.933746,33.3333333333333,33.0,23.409,16.454,173,84,104,3641,25,true,25,108,40,7,133,1,6,2020,752,173,187
245617786,227.96422,29.1276666666667,33.0,23.409,16.454,173,84,114,3640,25,true,25,108,40,7,133,1,6,2020,752,173,187
245637243,227.983677,29.047,33.0,23.409,16.454,173,84,104,3634,25,true,25,108,40,7,133,1,6,2020,752,173,187
245666798,228.013232,20.898,33.0,23.409,16.454,173,84,111,3637,25,true,25,108,40,7,133,1,6,2020,752,173,187
245685626,228.03206,27.7777777777778,33.0,23.409,16.454,173,84,99,3637,25,true,25,108,40,7,133,1,6,2020,752,173,187
245718476,228.06491,20.8972222222222,33.0,23.409,16.454,173,84,116,3637,25,true,25,108,40,7,133,1,6,2020,752,173,187
245751453,228.097887,33.152666666658,33.0,23.409,16.454,173,84,115,3637,25,true,25,108,40,7,133,1,6,2020,752,173,187
245774102,228.120536,27.7777777777778,33.0,23.409,16.454,173,84,114,3634,25,true,25,108,40,7,133,1,6,2020,752,173,187
245802261,228.148695,27.3905555555642,33.0,23.409,16.454,173,84,110,3635,25,true,25,108,40,7,133,1,6,2020,752,173,187
245833155,228.179589,28.1649999999913,33.0,23.409,16.454,173,84,103,3638,25,true,25,108,40,7,133,1,6,2020,752,173,187
245853444,228.199878,27.7777777777778,33.0,23.409,16.454,173,84,112,3639,25,true,25,108,40,7,133,1,6,2020,752,173,187
245884851,228.231285,25.4472222222309,33.0,23.409,16.454,173,84,101,3639,25,true,25,108,40,7,133,1,6,2020,752,173,187
